n,probability,1/sqrt(ln(n)),ratio,original_success,inverted_success,both_success,none_success
2157,0.29363,0.360927,0.813544,0.29438,0.29288,0,0.41274
2158,0.292,0.360916,0.809053,0.29036,0.29364,0,0.416
2159,0.29313,0.360905,0.812208,0.29104,0.29522,0,0.41374
2160,0.29297,0.360894,0.811789,0.29114,0.2948,0,0.41406
2161,0.29184,0.360883,0.808683,0.29032,0.29336,0,0.41632
2162,0.29172,0.360872,0.808374,0.29142,0.29202,0,0.41656
2163,0.29067,0.360862,0.805489,0.2895,0.29184,0,0.41866
2164,0.29287,0.360851,0.81161,0.29166,0.29408,0,0.41426
2165,0.29267,0.36084,0.81108,0.29334,0.292,0,0.41466
2166,0.29149,0.360829,0.807834,0.29044,0.29254,0,0.41702
2167,0.29213,0.360818,0.809632,0.29074,0.29352,0,0.41574
2168,0.29073,0.360807,0.805776,0.29002,0.29144,0,0.41854
2169,0.29203,0.360796,0.809404,0.29578,0.28828,0,0.41594
2170,0.29117,0.360786,0.807044,0.28992,0.29242,0,0.41766
2171,0.29242,0.360775,0.810533,0.2951,0.28974,0,0.41516
2172,0.29155,0.360764,0.808146,0.29162,0.29148,0,0.4169
2173,0.29202,0.360753,0.809473,0.29028,0.29376,0,0.41596
2174,0.29179,0.360742,0.80886,0.29022,0.29336,0,0.41642
2175,0.29368,0.360732,0.814123,0.2934,0.29396,0,0.41264
2176,0.29309,0.360721,0.812512,0.29358,0.2926,0,0.41382
2177,0.29249,0.36071,0.810873,0.29112,0.29386,0,0.41502
2178,0.29256,0.360699,0.811091,0.29242,0.2927,0,0.41488
2179,0.29236,0.360688,0.810561,0.2914,0.29332,0,0.41528
2180,0.29189,0.360678,0.809282,0.29034,0.29344,0,0.41622
2181,0.29114,0.360667,0.807227,0.29162,0.29066,0,0.41772
2182,0.29349,0.360656,0.813767,0.29294,0.29404,0,0.41302
2183,0.29275,0.360645,0.811739,0.29002,0.29548,0,0.4145
2184,0.29224,0.360635,0.810349,0.29232,0.29216,0,0.41552
2185,0.29249,0.360624,0.811066,0.29406,0.29092,0,0.41502
2186,0.28994,0.360613,0.804019,0.28698,0.2929,0,0.42012
2187,0.29204,0.360603,0.809867,0.29084,0.29324,0,0.41592
2188,0.28958,0.360592,0.803069,0.28852,0.29064,0,0.42084
2189,0.29175,0.360581,0.809111,0.2918,0.2917,0,0.4165
2190,0.29142,0.36057,0.808219,0.2912,0.29164,0,0.41716
2191,0.29226,0.36056,0.810573,0.29144,0.29308,0,0.41548
2192,0.29252,0.360549,0.811318,0.29064,0.2944,0,0.41496
2193,0.29138,0.360538,0.80818,0.2905,0.29226,0,0.41724
2194,0.29065,0.360528,0.80618,0.292,0.2893,0,0.4187
2195,0.29129,0.360517,0.807979,0.29142,0.29116,0,0.41742
2196,0.29093,0.360506,0.807004,0.28946,0.2924,0,0.41814
2197,0.29155,0.360496,0.808748,0.2911,0.292,0,0.4169
2198,0.29209,0.360485,0.81027,0.2926,0.29158,0,0.41582
2199,0.29254,0.360474,0.811542,0.2941,0.29098,0,0.41492
2200,0.28945,0.360464,0.802994,0.28746,0.29144,0,0.4211
2201,0.29232,0.360453,0.81098,0.29348,0.29116,0,0.41536
2202,0.29319,0.360442,0.813417,0.29434,0.29204,0,0.41362
2203,0.29181,0.360432,0.809612,0.29258,0.29104,0,0.41638
2204,0.29228,0.360421,0.81094,0.2923,0.29226,0,0.41544
2205,0.29237,0.36041,0.811214,0.29486,0.28988,0,0.41526
2206,0.29063,0.3604,0.80641,0.29238,0.28888,0,0.41874
2207,0.29184,0.360389,0.809791,0.29452,0.28916,0,0.41632
2208,0.2914,0.360379,0.808594,0.29594,0.28686,0,0.4172
2209,0.29245,0.360368,0.811531,0.29152,0.29338,0,0.4151
2210,0.29069,0.360357,0.806671,0.29284,0.28854,0,0.41862
2211,0.29135,0.360347,0.808526,0.29274,0.28996,0,0.4173
2212,0.29246,0.360336,0.811631,0.29216,0.29276,0,0.41508
2213,0.29273,0.360326,0.812404,0.2931,0.29236,0,0.41454
2214,0.29146,0.360315,0.808903,0.29082,0.2921,0,0.41708
2215,0.29096,0.360305,0.807539,0.29006,0.29186,0,0.41808
2216,0.29175,0.360294,0.809755,0.29668,0.28682,0,0.4165
2217,0.29163,0.360284,0.809446,0.28926,0.294,0,0.41674
2218,0.2912,0.360273,0.808276,0.28914,0.29326,0,0.4176
2219,0.28952,0.360262,0.803636,0.28942,0.28962,0,0.42096
2220,0.28948,0.360252,0.803549,0.2885,0.29046,0,0.42104
2221,0.29354,0.360241,0.814843,0.29628,0.2908,0,0.41292
2222,0.2932,0.360231,0.813923,0.29294,0.29346,0,0.4136
2223,0.29018,0.36022,0.805563,0.28922,0.29114,0,0.41964
2224,0.29179,0.36021,0.810056,0.28922,0.29436,0,0.41642
2225,0.29185,0.360199,0.810246,0.29272,0.29098,0,0.4163
2226,0.28996,0.360189,0.805022,0.29288,0.28704,0,0.42008
2227,0.28953,0.360178,0.803852,0.2877,0.29136,0,0.42094
2228,0.29373,0.360168,0.815536,0.2932,0.29426,0,0.41254
2229,0.2949,0.360157,0.818809,0.2932,0.2966,0,0.4102
2230,0.29304,0.360147,0.813668,0.29384,0.29224,0,0.41392
2231,0.29287,0.360136,0.81322,0.29136,0.29438,0,0.41426
2232,0.29088,0.360126,0.807717,0.28986,0.2919,0,0.41824
2233,0.29077,0.360115,0.807435,0.2945,0.28704,0,0.41846
2234,0.29117,0.360105,0.80857,0.29298,0.28936,0,0.41766
2235,0.29091,0.360095,0.807871,0.2929,0.28892,0,0.41818
2236,0.2911,0.360084,0.808422,0.29298,0.28922,0,0.4178
2237,0.29008,0.360074,0.805613,0.28832,0.29184,0,0.41984
2238,0.29307,0.360063,0.81394,0.29654,0.2896,0,0.41386
2239,0.29419,0.360053,0.817075,0.2956,0.29278,0,0.41162
2240,0.29158,0.360042,0.809849,0.28962,0.29354,0,0.41684
2241,0.29263,0.360032,0.812789,0.2897,0.29556,0,0.41474
2242,0.29176,0.360022,0.810396,0.2919,0.29162,0,0.41648
2243,0.29281,0.360011,0.813336,0.29744,0.28818,0,0.41438
2244,0.29015,0.360001,0.80597,0.29012,0.29018,0,0.4197
2245,0.28961,0.35999,0.804494,0.2901,0.28912,0,0.42078
2246,0.29077,0.35998,0.807739,0.28806,0.29348,0,0.41846
2247,0.2927,0.35997,0.813124,0.29272,0.29268,0,0.4146
2248,0.29169,0.359959,0.810342,0.29188,0.2915,0,0.41662
2249,0.29103,0.359949,0.808531,0.29108,0.29098,0,0.41794
2250,0.29095,0.359939,0.808332,0.28982,0.29208,0,0.4181
2251,0.29103,0.359928,0.808578,0.29254,0.28952,0,0.41794
2252,0.2918,0.359918,0.810741,0.29288,0.29072,0,0.4164
2253,0.291,0.359907,0.808541,0.29258,0.28942,0,0.418
2254,0.29146,0.359897,0.809843,0.29074,0.29218,0,0.41708
2255,0.29135,0.359887,0.80956,0.29272,0.28998,0,0.4173
2256,0.29104,0.359876,0.808722,0.29034,0.29174,0,0.41792
2257,0.29005,0.359866,0.805994,0.29028,0.28982,0,0.4199
2258,0.29123,0.359856,0.809296,0.29222,0.29024,0,0.41754
2259,0.29092,0.359845,0.808458,0.2894,0.29244,0,0.41816
2260,0.29046,0.359835,0.807203,0.29052,0.2904,0,0.41908
2261,0.29058,0.359825,0.80756,0.2909,0.29026,0,0.41884
2262,0.29189,0.359815,0.811223,0.29294,0.29084,0,0.41622
2263,0.29242,0.359804,0.81272,0.29444,0.2904,0,0.41516
2264,0.28867,0.359794,0.80232,0.2888,0.28854,0,0.42266
2265,0.28966,0.359784,0.805095,0.2884,0.29092,0,0.42068
2266,0.29058,0.359773,0.807675,0.29024,0.29092,0,0.41884
2267,0.29213,0.359763,0.812006,0.291,0.29326,0,0.41574
2268,0.2913,0.359753,0.809723,0.28816,0.29444,0,0.4174
2269,0.29185,0.359743,0.811274,0.291,0.2927,0,0.4163
2270,0.28951,0.359732,0.804793,0.28994,0.28908,0,0.42098
2271,0.29251,0.359722,0.813155,0.29458,0.29044,0,0.41498
2272,0.29085,0.359712,0.808564,0.2928,0.2889,0,0.4183
2273,0.29044,0.359702,0.807447,0.29332,0.28756,0,0.41912
2274,0.28992,0.359691,0.806024,0.2927,0.28714,0,0.42016
2275,0.29333,0.359681,0.815528,0.29472,0.29194,0,0.41334
2276,0.29134,0.359671,0.810018,0.28812,0.29456,0,0.41732
2277,0.29188,0.359661,0.811543,0.29174,0.29202,0,0.41624
2278,0.29063,0.359651,0.80809,0.28498,0.29628,0,0.41874
2279,0.29384,0.35964,0.817039,0.29186,0.29582,0,0.41232
2280,0.29156,0.35963,0.810722,0.29214,0.29098,0,0.41688
2281,0.29183,0.35962,0.811496,0.29468,0.28898,0,0.41634
2282,0.28998,0.35961,0.806374,0.29148,0.28848,0,0.42004
2283,0.29182,0.3596,0.811514,0.29096,0.29268,0,0.41636
2284,0.29063,0.359589,0.808228,0.28962,0.29164,0,0.41874
2285,0.29247,0.359579,0.813367,0.29122,0.29372,0,0.41506
2286,0.2909,0.359569,0.809024,0.2906,0.2912,0,0.4182
2287,0.28912,0.359559,0.804097,0.29204,0.2862,0,0.42176
2288,0.29075,0.359549,0.808653,0.29072,0.29078,0,0.4185
2289,0.29241,0.359539,0.813293,0.29222,0.2926,0,0.41518
2290,0.29034,0.359528,0.807558,0.2881,0.29258,0,0.41932
2291,0.29067,0.359518,0.808499,0.28992,0.29142,0,0.41866
2292,0.29215,0.359508,0.812638,0.29208,0.29222,0,0.4157
2293,0.28948,0.359498,0.805234,0.29008,0.28888,0,0.42104
2294,0.29001,0.359488,0.806731,0.28646,0.29356,0,0.41998
2295,0.28872,0.359478,0.803165,0.28892,0.28852,0,0.42256
2296,0.29096,0.359468,0.809419,0.291,0.29092,0,0.41808
2297,0.29246,0.359457,0.813615,0.29244,0.29248,0,0.41508
2298,0.28876,0.359447,0.803344,0.28882,0.2887,0,0.42248
2299,0.29155,0.359437,0.811129,0.28972,0.29338,0,0.4169
2300,0.29176,0.359427,0.811736,0.2953,0.28822,0,0.41648
2301,0.2911,0.359417,0.809923,0.28854,0.29366,0,0.4178
2302,0.28911,0.359407,0.804408,0.28862,0.2896,0,0.42178
2303,0.28863,0.359397,0.803095,0.28644,0.29082,0,0.42274
2304,0.29044,0.359387,0.808154,0.2895,0.29138,0,0.41912
2305,0.29216,0.359377,0.812963,0.29288,0.29144,0,0.41568
2306,0.2911,0.359367,0.810036,0.2909,0.2913,0,0.4178
2307,0.29285,0.359357,0.814929,0.29218,0.29352,0,0.4143
2308,0.28881,0.359347,0.803709,0.2848,0.29282,0,0.42238
2309,0.29086,0.359337,0.809436,0.28802,0.2937,0,0.41828
2310,0.28955,0.359326,0.805813,0.29216,0.28694,0,0.4209
2311,0.28993,0.359316,0.806893,0.29198,0.28788,0,0.42014
2312,0.29103,0.359306,0.809977,0.2903,0.29176,0,0.41794
2313,0.29136,0.359296,0.810918,0.2889,0.29382,0,0.41728
2314,0.29307,0.359286,0.8157,0.2969,0.28924,0,0.41386
2315,0.29032,0.359276,0.808069,0.28816,0.29248,0,0.41936
2316,0.29174,0.359266,0.812044,0.2899,0.29358,0,0.41652
2317,0.28873,0.359256,0.803688,0.2881,0.28936,0,0.42254
2318,0.29056,0.359246,0.808804,0.29066,0.29046,0,0.41888
2319,0.29081,0.359236,0.809523,0.29194,0.28968,0,0.41838
2320,0.29073,0.359226,0.809323,0.2905,0.29096,0,0.41854
2321,0.28999,0.359216,0.807285,0.29084,0.28914,0,0.42002
2322,0.29199,0.359206,0.812875,0.29438,0.2896,0,0.41602
2323,0.29149,0.359196,0.811506,0.28948,0.2935,0,0.41702
2324,0.29036,0.359186,0.808383,0.29,0.29072,0,0.41928
2325,0.29066,0.359176,0.80924,0.28968,0.29164,0,0.41868
2326,0.2908,0.359166,0.809652,0.28726,0.29434,0,0.4184
2327,0.29046,0.359156,0.808728,0.29252,0.2884,0,0.41908
2328,0.29129,0.359147,0.811062,0.29218,0.2904,0,0.41742
2329,0.29245,0.359137,0.814314,0.2931,0.2918,0,0.4151
2330,0.28913,0.359127,0.805092,0.28908,0.28918,0,0.42174
2331,0.2927,0.359117,0.815055,0.29252,0.29288,0,0.4146
2332,0.28917,0.359107,0.805248,0.28946,0.28888,0,0.42166
2333,0.29151,0.359097,0.811787,0.2941,0.28892,0,0.41698
2334,0.29071,0.359087,0.809581,0.29178,0.28964,0,0.41858
2335,0.29085,0.359077,0.809993,0.29126,0.29044,0,0.4183
2336,0.2897,0.359067,0.806813,0.28872,0.29068,0,0.4206
2337,0.29152,0.359057,0.811904,0.29492,0.28812,0,0.41696
2338,0.29019,0.359047,0.808222,0.29154,0.28884,0,0.41962
2339,0.29048,0.359037,0.809052,0.29252,0.28844,0,0.41904
2340,0.29066,0.359028,0.809576,0.29042,0.2909,0,0.41868
2341,0.29045,0.359018,0.809013,0.28704,0.29386,0,0.4191
2342,0.29001,0.359008,0.80781,0.29282,0.2872,0,0.41998
2343,0.29079,0.358998,0.810005,0.2934,0.28818,0,0.41842
2344,0.29079,0.358988,0.810027,0.29196,0.28962,0,0.41842
2345,0.28933,0.358978,0.805982,0.28874,0.28992,0,0.42134
2346,0.29058,0.358968,0.809487,0.28716,0.294,0,0.41884
2347,0.29011,0.358958,0.808199,0.29072,0.2895,0,0.41978
2348,0.29066,0.358949,0.809754,0.29196,0.28936,0,0.41868
2349,0.2897,0.358939,0.807102,0.2935,0.2859,0,0.4206
2350,0.28919,0.358929,0.805703,0.28984,0.28854,0,0.42162
2351,0.29053,0.358919,0.809458,0.2924,0.28866,0,0.41894
2352,0.29201,0.358909,0.813604,0.293,0.29102,0,0.41598
2353,0.29056,0.358899,0.809586,0.29276,0.28836,0,0.41888
2354,0.29077,0.35889,0.810194,0.29226,0.28928,0,0.41846
2355,0.29124,0.35888,0.811525,0.29034,0.29214,0,0.41752
2356,0.29134,0.35887,0.811826,0.2923,0.29038,0,0.41732
2357,0.29027,0.35886,0.808867,0.28886,0.29168,0,0.41946
2358,0.29164,0.35885,0.812707,0.29426,0.28902,0,0.41672
2359,0.29203,0.358841,0.813816,0.2868,0.29726,0,0.41594
2360,0.28855,0.358831,0.80414,0.28602,0.29108,0,0.4229
2361,0.28899,0.358821,0.805388,0.28844,0.28954,0,0.42202
2362,0.29134,0.358811,0.811959,0.28992,0.29276,0,0.41732
2363,0.29001,0.358801,0.808274,0.28956,0.29046,0,0.41998
2364,0.2885,0.358792,0.804088,0.2885,0.2885,0,0.423
2365,0.29143,0.358782,0.812276,0.2934,0.28946,0,0.41714
2366,0.29197,0.358772,0.813804,0.2903,0.29364,0,0.41606
2367,0.28716,0.358762,0.800418,0.28946,0.28486,0,0.42568
2368,0.28766,0.358753,0.801834,0.28788,0.28744,0,0.42468
2369,0.28966,0.358743,0.807431,0.28892,0.2904,0,0.42068
2370,0.28864,0.358733,0.804609,0.28718,0.2901,0,0.42272
2371,0.29058,0.358723,0.810039,0.28956,0.2916,0,0.41884
2372,0.29068,0.358714,0.81034,0.29116,0.2902,0,0.41864
2373,0.29115,0.358704,0.811672,0.2937,0.2886,0,0.4177
2374,0.29067,0.358694,0.810356,0.29018,0.29116,0,0.41866
2375,0.28928,0.358684,0.806503,0.28934,0.28922,0,0.42144
2376,0.29086,0.358675,0.81093,0.29178,0.28994,0,0.41828
2377,0.29032,0.358665,0.809446,0.29,0.29064,0,0.41936
2378,0.28901,0.358655,0.805815,0.29044,0.28758,0,0.42198
2379,0.29046,0.358646,0.80988,0.28724,0.29368,0,0.41908
2380,0.2901,0.358636,0.808898,0.28792,0.29228,0,0.4198
2381,0.29045,0.358626,0.809896,0.28886,0.29204,0,0.4191
2382,0.28895,0.358617,0.805735,0.29112,0.28678,0,0.4221
2383,0.28933,0.358607,0.806817,0.2874,0.29126,0,0.42134
2384,0.29106,0.358597,0.811663,0.29124,0.29088,0,0.41788
2385,0.29199,0.358588,0.814278,0.29052,0.29346,0,0.41602
2386,0.29057,0.358578,0.81034,0.29182,0.28932,0,0.41886
2387,0.28965,0.358568,0.807796,0.28986,0.28944,0,0.4207
2388,0.2905,0.358559,0.810188,0.29568,0.28532,0,0.419
2389,0.28927,0.358549,0.80678,0.28886,0.28968,0,0.42146
2390,0.28974,0.358539,0.808112,0.2874,0.29208,0,0.42052
2391,0.28929,0.35853,0.806879,0.2892,0.28938,0,0.42142
2392,0.29082,0.35852,0.811168,0.29048,0.29116,0,0.41836
2393,0.28926,0.35851,0.806839,0.29156,0.28696,0,0.42148
2394,0.28847,0.358501,0.804657,0.29004,0.2869,0,0.42306
2395,0.2871,0.358491,0.800857,0.28496,0.28924,0,0.4258
2396,0.29008,0.358482,0.809191,0.29378,0.28638,0,0.41984
2397,0.28999,0.358472,0.808962,0.28918,0.2908,0,0.42002
2398,0.28866,0.358462,0.805273,0.28822,0.2891,0,0.42268
2399,0.29147,0.358453,0.813134,0.29002,0.29292,0,0.41706
2400,0.28976,0.358443,0.808385,0.2893,0.29022,0,0.42048
2401,0.29069,0.358434,0.811001,0.2926,0.28878,0,0.41862
2402,0.28878,0.358424,0.805694,0.28934,0.28822,0,0.42244
2403,0.28791,0.358414,0.803288,0.28766,0.28816,0,0.42418
2404,0.28989,0.358405,0.808834,0.2902,0.28958,0,0.42022
2405,0.28929,0.358395,0.807182,0.29022,0.28836,0,0.42142
2406,0.28888,0.358386,0.806059,0.28606,0.2917,0,0.42224
2407,0.28932,0.358376,0.807308,0.28934,0.2893,0,0.42136
2408,0.28945,0.358367,0.807693,0.2939,0.285,0,0.4211
2409,0.29048,0.358357,0.810588,0.2902,0.29076,0,0.41904
2410,0.29027,0.358347,0.810024,0.29034,0.2902,0,0.41946
2411,0.29087,0.358338,0.81172,0.29356,0.28818,0,0.41826
2412,0.29051,0.358328,0.810737,0.29224,0.28878,0,0.41898
2413,0.28995,0.358319,0.809196,0.29144,0.28846,0,0.4201
2414,0.28915,0.358309,0.806984,0.29054,0.28776,0,0.4217
2415,0.28962,0.3583,0.808318,0.2919,0.28734,0,0.42076
2416,0.28976,0.35829,0.80873,0.28844,0.29108,0,0.42048
2417,0.29095,0.358281,0.812073,0.29076,0.29114,0,0.4181
2418,0.28804,0.358271,0.803972,0.28914,0.28694,0,0.42392
2419,0.29164,0.358262,0.814042,0.29108,0.2922,0,0.41672
2420,0.28996,0.358252,0.809374,0.28998,0.28994,0,0.42008
2421,0.28728,0.358243,0.801915,0.28626,0.2883,0,0.42544
2422,0.29064,0.358233,0.811315,0.29328,0.288,0,0.41872
2423,0.29067,0.358224,0.81142,0.29098,0.29036,0,0.41866
2424,0.29086,0.358214,0.811972,0.2919,0.28982,0,0.41828
2425,0.28899,0.358205,0.806773,0.28766,0.29032,0,0.42202
2426,0.29141,0.358195,0.813551,0.29272,0.2901,0,0.41718
2427,0.28991,0.358186,0.809384,0.29096,0.28886,0,0.42018
2428,0.29042,0.358176,0.81083,0.29306,0.28778,0,0.41916
2429,0.28865,0.358167,0.805909,0.28876,0.28854,0,0.4227
2430,0.28745,0.358157,0.80258,0.28706,0.28784,0,0.4251
2431,0.29038,0.358148,0.810782,0.29052,0.29024,0,0.41924
2432,0.28837,0.358139,0.805191,0.28822,0.28852,0,0.42326
2433,0.29118,0.358129,0.813059,0.2906,0.29176,0,0.41764
2434,0.28775,0.35812,0.803502,0.285,0.2905,0,0.4245
2435,0.2898,0.35811,0.809248,0.29196,0.28764,0,0.4204
2436,0.28934,0.358101,0.807985,0.29004,0.28864,0,0.42132
2437,0.28824,0.358091,0.804934,0.28772,0.28876,0,0.42352
2438,0.28951,0.358082,0.808502,0.28932,0.2897,0,0.42098
2439,0.29104,0.358073,0.812796,0.29196,0.29012,0,0.41792
2440,0.29024,0.358063,0.810583,0.293,0.28748,0,0.41952
2441,0.2893,0.358054,0.807979,0.28756,0.29104,0,0.4214
2442,0.28966,0.358044,0.809006,0.29038,0.28894,0,0.42068
2443,0.28908,0.358035,0.807407,0.28872,0.28944,0,0.42184
2444,0.29012,0.358026,0.810333,0.28958,0.29066,0,0.41976
2445,0.2887,0.358016,0.806388,0.28998,0.28742,0,0.4226
2446,0.28974,0.358007,0.809314,0.29104,0.28844,0,0.42052
2447,0.2893,0.357997,0.808107,0.28682,0.29178,0,0.4214
2448,0.28843,0.357988,0.805697,0.28728,0.28958,0,0.42314
2449,0.28884,0.357979,0.806864,0.28988,0.2878,0,0.42232
2450,0.29067,0.357969,0.811997,0.28776,0.29358,0,0.41866
2451,0.28836,0.35796,0.805565,0.28576,0.29096,0,0.42328
2452,0.28828,0.357951,0.805363,0.28812,0.28844,0,0.42344
2453,0.29051,0.357941,0.811614,0.29104,0.28998,0,0.41898
2454,0.2896,0.357932,0.809093,0.29272,0.28648,0,0.4208
2455,0.29269,0.357923,0.817747,0.29368,0.2917,0,0.41462
2456,0.28948,0.357913,0.8088,0.29006,0.2889,0,0.42104
2457,0.28921,0.357904,0.808066,0.2879,0.29052,0,0.42158
2458,0.2879,0.357895,0.804427,0.28858,0.28722,0,0.4242
2459,0.28987,0.357885,0.809952,0.2897,0.29004,0,0.42026
2460,0.29012,0.357876,0.810672,0.29098,0.28926,0,0.41976
2461,0.28889,0.357867,0.807256,0.28824,0.28954,0,0.42222
2462,0.29286,0.357857,0.818371,0.2931,0.29262,0,0.41428
2463,0.2897,0.357848,0.809562,0.29154,0.28786,0,0.4206
2464,0.28815,0.357839,0.805251,0.28884,0.28746,0,0.4237
2465,0.28906,0.357829,0.807815,0.29112,0.287,0,0.42188
2466,0.28934,0.35782,0.808619,0.28868,0.29,0,0.42132
2467,0.28879,0.357811,0.807103,0.28928,0.2883,0,0.42242
2468,0.2874,0.357801,0.803239,0.28932,0.28548,0,0.4252
2469,0.28825,0.357792,0.805635,0.28724,0.28926,0,0.4235
2470,0.28795,0.357783,0.804818,0.28826,0.28764,0,0.4241
2471,0.28997,0.357774,0.810484,0.28752,0.29242,0,0.42006
2472,0.2885,0.357764,0.806397,0.28734,0.28966,0,0.423
2473,0.28837,0.357755,0.806054,0.2878,0.28894,0,0.42326
2474,0.28969,0.357746,0.809765,0.28994,0.28944,0,0.42062
2475,0.29017,0.357737,0.811127,0.28668,0.29366,0,0.41966
2476,0.28912,0.357727,0.808213,0.2913,0.28694,0,0.42176
2477,0.28922,0.357718,0.808514,0.28556,0.29288,0,0.42156
2478,0.28903,0.357709,0.808003,0.28762,0.29044,0,0.42194
2479,0.28714,0.3577,0.80274,0.28672,0.28756,0,0.42572
2480,0.2902,0.35769,0.811316,0.29166,0.28874,0,0.4196
2481,0.28757,0.357681,0.803984,0.29002,0.28512,0,0.42486
2482,0.28923,0.357672,0.808646,0.2881,0.29036,0,0.42154
2483,0.2892,0.357663,0.808583,0.28806,0.29034,0,0.4216
2484,0.28979,0.357654,0.810253,0.29078,0.2888,0,0.42042
2485,0.28867,0.357644,0.807143,0.28722,0.29012,0,0.42266
2486,0.28866,0.357635,0.807135,0.28904,0.28828,0,0.42268
2487,0.29015,0.357626,0.811323,0.2912,0.2891,0,0.4197
2488,0.28903,0.357617,0.808212,0.28916,0.2889,0,0.42194
2489,0.28936,0.357608,0.809155,0.28924,0.28948,0,0.42128
2490,0.28982,0.357598,0.810462,0.2924,0.28724,0,0.42036
2491,0.28924,0.357589,0.808861,0.28768,0.2908,0,0.42152
2492,0.28961,0.35758,0.809917,0.28864,0.29058,0,0.42078
2493,0.2893,0.357571,0.80907,0.2873,0.2913,0,0.4214
2494,0.28909,0.357562,0.808504,0.28876,0.28942,0,0.42182
2495,0.28914,0.357553,0.808664,0.28998,0.2883,0,0.42172
2496,0.28864,0.357543,0.807287,0.28878,0.2885,0,0.42272
2497,0.28817,0.357534,0.805993,0.28958,0.28676,0,0.42366
2498,0.28921,0.357525,0.808922,0.2911,0.28732,0,0.42158
2499,0.2864,0.357516,0.801083,0.28804,0.28476,0,0.4272
2500,0.28846,0.357507,0.806866,0.28764,0.28928,0,0.42308
2501,0.28816,0.357498,0.806047,0.28912,0.2872,0,0.42368
2502,0.29212,0.357489,0.817145,0.29114,0.2931,0,0.41576
2503,0.29013,0.357479,0.811599,0.29152,0.28874,0,0.41974
2504,0.28839,0.35747,0.806752,0.2885,0.28828,0,0.42322
2505,0.28771,0.357461,0.804871,0.28864,0.28678,0,0.42458
2506,0.28671,0.357452,0.802094,0.28514,0.28828,0,0.42658
2507,0.28978,0.357443,0.810703,0.28966,0.2899,0,0.42044
2508,0.28926,0.357434,0.809269,0.28836,0.29016,0,0.42148
2509,0.28732,0.357425,0.803862,0.28658,0.28806,0,0.42536
2510,0.28801,0.357416,0.805813,0.28944,0.28658,0,0.42398
2511,0.28684,0.357407,0.802559,0.2888,0.28488,0,0.42632
2512,0.28916,0.357397,0.809071,0.2929,0.28542,0,0.42168
2513,0.28723,0.357388,0.803692,0.2888,0.28566,0,0.42554
2514,0.29087,0.357379,0.813897,0.28892,0.29282,0,0.41826
2515,0.28564,0.35737,0.799283,0.28792,0.28336,0,0.42872
2516,0.28807,0.357361,0.806103,0.28882,0.28732,0,0.42386
2517,0.28895,0.357352,0.808586,0.28968,0.28822,0,0.4221
2518,0.28807,0.357343,0.806144,0.28896,0.28718,0,0.42386
2519,0.29034,0.357334,0.812517,0.28906,0.29162,0,0.41932
2520,0.28906,0.357325,0.808956,0.28662,0.2915,0,0.42188
2521,0.28771,0.357316,0.805198,0.28918,0.28624,0,0.42458
2522,0.29042,0.357307,0.812803,0.29274,0.2881,0,0.41916
2523,0.28722,0.357298,0.803867,0.2857,0.28874,0,0.42556
2524,0.29018,0.357289,0.812172,0.28674,0.29362,0,0.41964
2525,0.28866,0.35728,0.807938,0.2869,0.29042,0,0.42268
2526,0.29054,0.357271,0.813221,0.28646,0.29462,0,0.41892
2527,0.29034,0.357262,0.812682,0.28736,0.29332,0,0.41932
2528,0.28844,0.357253,0.807384,0.28874,0.28814,0,0.42312
2529,0.28829,0.357244,0.806984,0.29024,0.28634,0,0.42342
2530,0.28849,0.357235,0.807565,0.28968,0.2873,0,0.42302
2531,0.28712,0.357226,0.80375,0.28712,0.28712,0,0.42576
2532,0.28849,0.357217,0.807605,0.28716,0.28982,0,0.42302
2533,0.28923,0.357208,0.809697,0.28878,0.28968,0,0.42154
2534,0.28827,0.357199,0.80703,0.29006,0.28648,0,0.42346
2535,0.28959,0.35719,0.810746,0.28708,0.2921,0,0.42082
2536,0.2874,0.357181,0.804635,0.28708,0.28772,0,0.4252
2537,0.28837,0.357172,0.807371,0.28514,0.2916,0,0.42326
2538,0.2879,0.357163,0.806075,0.28802,0.28778,0,0.4242
2539,0.28981,0.357154,0.811443,0.29064,0.28898,0,0.42038
2540,0.28911,0.357145,0.809504,0.29116,0.28706,0,0.42178
2541,0.28815,0.357136,0.806836,0.28894,0.28736,0,0.4237
2542,0.28847,0.357127,0.807752,0.28804,0.2889,0,0.42306
2543,0.28858,0.357118,0.808081,0.28816,0.289,0,0.42284
2544,0.28694,0.357109,0.803508,0.28416,0.28972,0,0.42612
2545,0.2884,0.3571,0.807617,0.2905,0.2863,0,0.4232
2546,0.29004,0.357091,0.81223,0.29096,0.28912,0,0.41992
2547,0.28873,0.357082,0.808582,0.28438,0.29308,0,0.42254
2548,0.28901,0.357073,0.809386,0.28964,0.28838,0,0.42198
2549,0.28725,0.357064,0.804477,0.28692,0.28758,0,0.4255
2550,0.28769,0.357055,0.80573,0.28682,0.28856,0,0.42462
2551,0.28677,0.357046,0.803173,0.28516,0.28838,0,0.42646
2552,0.28825,0.357037,0.807338,0.28646,0.29004,0,0.4235
2553,0.28965,0.357028,0.81128,0.28828,0.29102,0,0.4207
2554,0.28735,0.35702,0.804858,0.28966,0.28504,0,0.4253
2555,0.28953,0.357011,0.810984,0.28924,0.28982,0,0.42094
