n,probability,1/sqrt(ln(n)),ratio,original_success,inverted_success,both_success,none_success
4183,0.2765,0.346297,0.798448,0.27522,0.27778,0,0.447
4184,0.27524,0.346292,0.794821,0.27574,0.27474,0,0.44952
4185,0.27799,0.346287,0.802773,0.27544,0.28054,0,0.44402
4186,0.27832,0.346282,0.803738,0.27692,0.27972,0,0.44336
4187,0.27704,0.346277,0.800053,0.27766,0.27642,0,0.44592
4188,0.27634,0.346272,0.798043,0.27618,0.2765,0,0.44732
4189,0.27702,0.346267,0.800018,0.27778,0.27626,0,0.44596
4190,0.27977,0.346262,0.807971,0.27978,0.27976,0,0.44046
4191,0.27689,0.346257,0.799666,0.2771,0.27668,0,0.44622
4192,0.27826,0.346252,0.803634,0.27822,0.2783,0,0.44348
4193,0.27679,0.346247,0.7994,0.27696,0.27662,0,0.44642
4194,0.27782,0.346242,0.802386,0.27534,0.2803,0,0.44436
4195,0.27746,0.346237,0.801358,0.27568,0.27924,0,0.44508
4196,0.27784,0.346233,0.802467,0.27678,0.2789,0,0.44432
4197,0.27847,0.346228,0.804298,0.28076,0.27618,0,0.44306
4198,0.27891,0.346223,0.80558,0.281,0.27682,0,0.44218
4199,0.27485,0.346218,0.793865,0.27566,0.27404,0,0.4503
4200,0.27659,0.346213,0.798902,0.27696,0.27622,0,0.44682
4201,0.27616,0.346208,0.797671,0.2765,0.27582,0,0.44768
4202,0.27801,0.346203,0.803026,0.27672,0.2793,0,0.44398
4203,0.27859,0.346198,0.804713,0.27926,0.27792,0,0.44282
4204,0.27719,0.346193,0.800681,0.27676,0.27762,0,0.44562
4205,0.27729,0.346188,0.800981,0.27838,0.2762,0,0.44542
4206,0.2756,0.346183,0.79611,0.2741,0.2771,0,0.4488
4207,0.27887,0.346178,0.805568,0.2812,0.27654,0,0.44226
4208,0.27693,0.346173,0.799975,0.2762,0.27766,0,0.44614
4209,0.27627,0.346168,0.79808,0.27396,0.27858,0,0.44746
4210,0.2759,0.346163,0.797022,0.27432,0.27748,0,0.4482
4211,0.27748,0.346158,0.801598,0.27676,0.2782,0,0.44504
4212,0.27507,0.346154,0.794647,0.2749,0.27524,0,0.44986
4213,0.27839,0.346149,0.80425,0.27832,0.27846,0,0.44322
4214,0.27685,0.346144,0.799812,0.277,0.2767,0,0.4463
4215,0.2763,0.346139,0.798235,0.2757,0.2769,0,0.4474
4216,0.27698,0.346134,0.800211,0.27822,0.27574,0,0.44604
4217,0.27568,0.346129,0.796466,0.27678,0.27458,0,0.44864
4218,0.27785,0.346124,0.802747,0.27732,0.27838,0,0.4443
4219,0.27742,0.346119,0.801516,0.27646,0.27838,0,0.44516
4220,0.27637,0.346114,0.798494,0.27546,0.27728,0,0.44726
4221,0.27619,0.346109,0.797985,0.27306,0.27932,0,0.44762
4222,0.2777,0.346104,0.802359,0.28004,0.27536,0,0.4446
4223,0.27728,0.346099,0.801157,0.27748,0.27708,0,0.44544
4224,0.27777,0.346095,0.802584,0.27938,0.27616,0,0.44446
4225,0.27555,0.34609,0.796181,0.27632,0.27478,0,0.4489
4226,0.2773,0.346085,0.801249,0.27872,0.27588,0,0.4454
4227,0.2784,0.34608,0.804439,0.2778,0.279,0,0.4432
4228,0.27525,0.346075,0.795348,0.27508,0.27542,0,0.4495
4229,0.27735,0.34607,0.801427,0.27724,0.27746,0,0.4453
4230,0.27531,0.346065,0.795544,0.27698,0.27364,0,0.44938
4231,0.27641,0.34606,0.798734,0.27782,0.275,0,0.44718
4232,0.2763,0.346055,0.798427,0.27466,0.27794,0,0.4474
4233,0.2762,0.34605,0.798149,0.2769,0.2755,0,0.4476
4234,0.27746,0.346046,0.801802,0.27704,0.27788,0,0.44508
4235,0.27838,0.346041,0.804472,0.2775,0.27926,0,0.44324
4236,0.27421,0.346036,0.792432,0.27474,0.27368,0,0.45158
4237,0.27804,0.346031,0.803512,0.27932,0.27676,0,0.44392
4238,0.27695,0.346026,0.800373,0.27964,0.27426,0,0.4461
4239,0.27674,0.346021,0.799778,0.27362,0.27986,0,0.44652
4240,0.27734,0.346016,0.801523,0.27402,0.28066,0,0.44532
4241,0.27729,0.346011,0.80139,0.27812,0.27646,0,0.44542
4242,0.27733,0.346006,0.801517,0.27746,0.2772,0,0.44534
4243,0.2774,0.346002,0.80173,0.27766,0.27714,0,0.4452
4244,0.27689,0.345997,0.800268,0.2759,0.27788,0,0.44622
4245,0.27555,0.345992,0.796406,0.27948,0.27162,0,0.4489
4246,0.27721,0.345987,0.801215,0.27796,0.27646,0,0.44558
4247,0.27719,0.345982,0.801169,0.2777,0.27668,0,0.44562
4248,0.2753,0.345977,0.795717,0.2756,0.275,0,0.4494
4249,0.27837,0.345972,0.804602,0.2779,0.27884,0,0.44326
4250,0.27687,0.345967,0.800278,0.27584,0.2779,0,0.44626
4251,0.27743,0.345963,0.801908,0.27544,0.27942,0,0.44514
4252,0.27591,0.345958,0.797525,0.27588,0.27594,0,0.44818
4253,0.27659,0.345953,0.799502,0.27454,0.27864,0,0.44682
4254,0.27714,0.345948,0.801103,0.27964,0.27464,0,0.44572
4255,0.27563,0.345943,0.79675,0.27554,0.27572,0,0.44874
4256,0.27911,0.345938,0.80682,0.279,0.27922,0,0.44178
4257,0.27527,0.345933,0.795731,0.2747,0.27584,0,0.44946
4258,0.27612,0.345929,0.7982,0.2745,0.27774,0,0.44776
4259,0.27689,0.345924,0.800437,0.27642,0.27736,0,0.44622
4260,0.2777,0.345919,0.80279,0.27392,0.28148,0,0.4446
4261,0.27753,0.345914,0.802309,0.27476,0.2803,0,0.44494
4262,0.27621,0.345909,0.798505,0.27706,0.27536,0,0.44758
4263,0.27609,0.345904,0.798169,0.2799,0.27228,0,0.44782
4264,0.27883,0.345899,0.806101,0.27964,0.27802,0,0.44234
4265,0.27626,0.345895,0.798683,0.27564,0.27688,0,0.44748
4266,0.27515,0.34589,0.795485,0.27486,0.27544,0,0.4497
4267,0.27492,0.345885,0.794831,0.27686,0.27298,0,0.45016
4268,0.27567,0.34588,0.797011,0.2755,0.27584,0,0.44866
4269,0.27604,0.345875,0.798091,0.27782,0.27426,0,0.44792
4270,0.27778,0.34587,0.803133,0.27724,0.27832,0,0.44444
4271,0.27539,0.345865,0.796235,0.27636,0.27442,0,0.44922
4272,0.27643,0.345861,0.799253,0.27726,0.2756,0,0.44714
4273,0.27612,0.345856,0.798368,0.2767,0.27554,0,0.44776
4274,0.27573,0.345851,0.797251,0.27806,0.2734,0,0.44854
4275,0.27669,0.345846,0.800038,0.27426,0.27912,0,0.44662
4276,0.27662,0.345841,0.799847,0.27452,0.27872,0,0.44676
4277,0.27609,0.345836,0.798325,0.27504,0.27714,0,0.44782
4278,0.27855,0.345832,0.80545,0.27806,0.27904,0,0.4429
4279,0.27666,0.345827,0.799996,0.27934,0.27398,0,0.44668
4280,0.27702,0.345822,0.801048,0.2785,0.27554,0,0.44596
4281,0.27574,0.345817,0.797358,0.2787,0.27278,0,0.44852
4282,0.27821,0.345812,0.804512,0.28024,0.27618,0,0.44358
4283,0.27346,0.345807,0.790787,0.2709,0.27602,0,0.45308
4284,0.27649,0.345803,0.79956,0.27664,0.27634,0,0.44702
4285,0.27944,0.345798,0.808102,0.27788,0.281,0,0.44112
4286,0.2764,0.345793,0.799322,0.27586,0.27694,0,0.4472
4287,0.27479,0.345788,0.794677,0.27404,0.27554,0,0.45042
4288,0.27834,0.345783,0.804955,0.27786,0.27882,0,0.44332
4289,0.27554,0.345778,0.796869,0.27406,0.27702,0,0.44892
4290,0.27614,0.345774,0.798615,0.27742,0.27486,0,0.44772
4291,0.27685,0.345769,0.800679,0.2762,0.2775,0,0.4463
4292,0.27784,0.345764,0.803554,0.27806,0.27762,0,0.44432
4293,0.27597,0.345759,0.798157,0.27588,0.27606,0,0.44806
4294,0.27785,0.345754,0.803605,0.2801,0.2756,0,0.4443
4295,0.27634,0.34575,0.799249,0.27516,0.27752,0,0.44732
4296,0.27631,0.345745,0.799173,0.2768,0.27582,0,0.44738
4297,0.27673,0.34574,0.800399,0.2752,0.27826,0,0.44654
4298,0.27689,0.345735,0.800873,0.27694,0.27684,0,0.44622
4299,0.27623,0.34573,0.798975,0.27738,0.27508,0,0.44754
4300,0.27585,0.345726,0.797887,0.27272,0.27898,0,0.4483
4301,0.27846,0.345721,0.805448,0.27682,0.2801,0,0.44308
4302,0.2761,0.345716,0.798633,0.2772,0.275,0,0.4478
4303,0.27755,0.345711,0.802838,0.27646,0.27864,0,0.4449
4304,0.27727,0.345706,0.802039,0.27776,0.27678,0,0.44546
4305,0.27562,0.345702,0.797277,0.27332,0.27792,0,0.44876
4306,0.27653,0.345697,0.799921,0.27598,0.27708,0,0.44694
4307,0.27564,0.345692,0.797357,0.27782,0.27346,0,0.44872
4308,0.27523,0.345687,0.796182,0.27334,0.27712,0,0.44954
4309,0.27722,0.345682,0.80195,0.27834,0.2761,0,0.44556
4310,0.27741,0.345678,0.802511,0.28076,0.27406,0,0.44518
4311,0.27748,0.345673,0.802725,0.27526,0.2797,0,0.44504
4312,0.27592,0.345668,0.798223,0.27574,0.2761,0,0.44816
4313,0.275,0.345663,0.795572,0.2749,0.2751,0,0.45
4314,0.2744,0.345658,0.793847,0.2733,0.2755,0,0.4512
4315,0.27565,0.345654,0.797475,0.27676,0.27454,0,0.4487
4316,0.27555,0.345649,0.797196,0.27624,0.27486,0,0.4489
4317,0.27594,0.345644,0.798336,0.27876,0.27312,0,0.44812
4318,0.27736,0.345639,0.802455,0.27646,0.27826,0,0.44528
4319,0.27613,0.345634,0.798908,0.27684,0.27542,0,0.44774
4320,0.27701,0.34563,0.801465,0.27738,0.27664,0,0.44598
4321,0.27699,0.345625,0.801418,0.27654,0.27744,0,0.44602
4322,0.2756,0.34562,0.797407,0.27508,0.27612,0,0.4488
4323,0.27765,0.345615,0.80335,0.27758,0.27772,0,0.4447
4324,0.27668,0.345611,0.800554,0.27808,0.27528,0,0.44664
4325,0.27683,0.345606,0.800999,0.27634,0.27732,0,0.44634
4326,0.27804,0.345601,0.804511,0.2805,0.27558,0,0.44392
4327,0.27802,0.345596,0.804465,0.28164,0.2744,0,0.44396
4328,0.27537,0.345592,0.796808,0.27588,0.27486,0,0.44926
4329,0.27843,0.345587,0.805673,0.27812,0.27874,0,0.44314
4330,0.27792,0.345582,0.804209,0.27786,0.27798,0,0.44416
4331,0.27634,0.345577,0.799648,0.2763,0.27638,0,0.44732
4332,0.27678,0.345572,0.800932,0.27628,0.27728,0,0.44644
4333,0.27509,0.345568,0.796052,0.27416,0.27602,0,0.44982
4334,0.2767,0.345563,0.800722,0.27636,0.27704,0,0.4466
4335,0.27803,0.345558,0.804582,0.27796,0.2781,0,0.44394
4336,0.27465,0.345553,0.794812,0.27586,0.27344,0,0.4507
4337,0.27677,0.345549,0.800958,0.27524,0.2783,0,0.44646
4338,0.27663,0.345544,0.800564,0.2805,0.27276,0,0.44674
4339,0.2749,0.345539,0.795568,0.27434,0.27546,0,0.4502
4340,0.27595,0.345534,0.798618,0.2749,0.277,0,0.4481
4341,0.27598,0.34553,0.798716,0.27804,0.27392,0,0.44804
4342,0.27574,0.345525,0.798032,0.2746,0.27688,0,0.44852
4343,0.27557,0.34552,0.797551,0.2776,0.27354,0,0.44886
4344,0.27719,0.345515,0.802251,0.27728,0.2771,0,0.44562
4345,0.27551,0.345511,0.797399,0.27638,0.27464,0,0.44898
4346,0.27687,0.345506,0.801347,0.2774,0.27634,0,0.44626
4347,0.27613,0.345501,0.799216,0.27716,0.2751,0,0.44774
4348,0.27457,0.345496,0.794712,0.27772,0.27142,0,0.45086
4349,0.27696,0.345492,0.80164,0.2784,0.27552,0,0.44608
4350,0.27723,0.345487,0.802433,0.28006,0.2744,0,0.44554
4351,0.27654,0.345482,0.800446,0.27784,0.27524,0,0.44692
4352,0.27625,0.345477,0.799618,0.27628,0.27622,0,0.4475
4353,0.27649,0.345473,0.800324,0.27754,0.27544,0,0.44702
4354,0.27674,0.345468,0.801058,0.27834,0.27514,0,0.44652
4355,0.27712,0.345463,0.802169,0.2744,0.27984,0,0.44576
4356,0.27537,0.345459,0.797115,0.2755,0.27524,0,0.44926
4357,0.27481,0.345454,0.795504,0.27322,0.2764,0,0.45038
4358,0.27494,0.345449,0.795892,0.27756,0.27232,0,0.45012
4359,0.27488,0.345444,0.795729,0.27308,0.27668,0,0.45024
4360,0.27631,0.34544,0.799879,0.27646,0.27616,0,0.44738
4361,0.27587,0.345435,0.798617,0.27726,0.27448,0,0.44826
4362,0.2768,0.34543,0.80132,0.2781,0.2755,0,0.4464
4363,0.27632,0.345425,0.799941,0.27376,0.27888,0,0.44736
4364,0.27791,0.345421,0.804555,0.27778,0.27804,0,0.44418
4365,0.27475,0.345416,0.795418,0.27372,0.27578,0,0.4505
4366,0.27678,0.345411,0.801306,0.27746,0.2761,0,0.44644
4367,0.27777,0.345407,0.804183,0.2786,0.27694,0,0.44446
4368,0.27671,0.345402,0.801125,0.27726,0.27616,0,0.44658
4369,0.27468,0.345397,0.795259,0.2738,0.27556,0,0.45064
4370,0.27763,0.345392,0.80381,0.27712,0.27814,0,0.44474
4371,0.27538,0.345388,0.797307,0.27812,0.27264,0,0.44924
4372,0.2773,0.345383,0.802877,0.27612,0.27848,0,0.4454
4373,0.27794,0.345378,0.804741,0.27868,0.2772,0,0.44412
4374,0.27692,0.345374,0.801799,0.27508,0.27876,0,0.44616
4375,0.27344,0.345369,0.791733,0.27452,0.27236,0,0.45312
4376,0.27764,0.345364,0.803905,0.27902,0.27626,0,0.44472
4377,0.27483,0.345359,0.79578,0.27422,0.27544,0,0.45034
4378,0.27432,0.345355,0.794314,0.27548,0.27316,0,0.45136
4379,0.27614,0.34535,0.799595,0.27574,0.27654,0,0.44772
4380,0.27518,0.345345,0.796826,0.27644,0.27392,0,0.44964
4381,0.27673,0.345341,0.801325,0.2762,0.27726,0,0.44654
4382,0.27335,0.345336,0.791548,0.2741,0.2726,0,0.4533
4383,0.27684,0.345331,0.801665,0.2746,0.27908,0,0.44632
4384,0.27547,0.345326,0.797709,0.27586,0.27508,0,0.44906
4385,0.27565,0.345322,0.798241,0.27754,0.27376,0,0.4487
4386,0.27692,0.345317,0.80193,0.2746,0.27924,0,0.44616
4387,0.27642,0.345312,0.800493,0.27502,0.27782,0,0.44716
4388,0.27545,0.345308,0.797694,0.27288,0.27802,0,0.4491
4389,0.2761,0.345303,0.799588,0.27516,0.27704,0,0.4478
4390,0.27565,0.345298,0.798295,0.2777,0.2736,0,0.4487
4391,0.27513,0.345294,0.7968,0.27626,0.274,0,0.44974
4392,0.27617,0.345289,0.799823,0.27568,0.27666,0,0.44766
4393,0.27874,0.345284,0.807277,0.27718,0.2803,0,0.44252
4394,0.27566,0.34528,0.798367,0.27744,0.27388,0,0.44868
4395,0.27695,0.345275,0.802114,0.27828,0.27562,0,0.4461
4396,0.27388,0.34527,0.793234,0.27624,0.27152,0,0.45224
4397,0.27626,0.345266,0.800138,0.27622,0.2763,0,0.44748
4398,0.27446,0.345261,0.794935,0.27252,0.2764,0,0.45108
4399,0.27703,0.345256,0.80239,0.27664,0.27742,0,0.44594
4400,0.27732,0.345252,0.803241,0.27548,0.27916,0,0.44536
4401,0.27712,0.345247,0.802672,0.27734,0.2769,0,0.44576
4402,0.27639,0.345242,0.800569,0.2749,0.27788,0,0.44722
4403,0.276,0.345237,0.79945,0.2757,0.2763,0,0.448
4404,0.27577,0.345233,0.798794,0.27134,0.2802,0,0.44846
4405,0.27452,0.345228,0.795184,0.2737,0.27534,0,0.45096
4406,0.27509,0.345223,0.796846,0.2726,0.27758,0,0.44982
4407,0.27424,0.345219,0.794395,0.27652,0.27196,0,0.45152
4408,0.27431,0.345214,0.794608,0.27506,0.27356,0,0.45138
4409,0.27766,0.345209,0.804323,0.27796,0.27736,0,0.44468
4410,0.27623,0.345205,0.800192,0.27858,0.27388,0,0.44754
4411,0.27485,0.3452,0.796205,0.27546,0.27424,0,0.4503
4412,0.2759,0.345195,0.799257,0.27468,0.27712,0,0.4482
4413,0.27525,0.345191,0.797385,0.27494,0.27556,0,0.4495
4414,0.27629,0.345186,0.800409,0.27752,0.27506,0,0.44742
4415,0.2763,0.345182,0.800448,0.27524,0.27736,0,0.4474
4416,0.27283,0.345177,0.790406,0.27176,0.2739,0,0.45434
4417,0.27503,0.345172,0.796791,0.2768,0.27326,0,0.44994
4418,0.2756,0.345168,0.798453,0.27406,0.27714,0,0.4488
4419,0.27668,0.345163,0.801593,0.27454,0.27882,0,0.44664
4420,0.27436,0.345158,0.794882,0.27476,0.27396,0,0.45128
4421,0.27723,0.345154,0.803208,0.27766,0.2768,0,0.44554
4422,0.2766,0.345149,0.801393,0.27594,0.27726,0,0.4468
4423,0.27651,0.345144,0.801143,0.27556,0.27746,0,0.44698
4424,0.27546,0.34514,0.798112,0.27718,0.27374,0,0.44908
4425,0.27471,0.345135,0.795949,0.27092,0.2785,0,0.45058
4426,0.27498,0.34513,0.796742,0.2746,0.27536,0,0.45004
4427,0.27449,0.345126,0.795333,0.27656,0.27242,0,0.45102
4428,0.27609,0.345121,0.79998,0.275,0.27718,0,0.44782
4429,0.27507,0.345116,0.797035,0.27564,0.2745,0,0.44986
4430,0.27695,0.345112,0.802494,0.27654,0.27736,0,0.4461
4431,0.27674,0.345107,0.801896,0.27678,0.2767,0,0.44652
4432,0.27565,0.345103,0.798748,0.27428,0.27702,0,0.4487
4433,0.27772,0.345098,0.804757,0.2785,0.27694,0,0.44456
4434,0.27776,0.345093,0.804884,0.27712,0.2784,0,0.44448
4435,0.27417,0.345089,0.794492,0.2714,0.27694,0,0.45166
4436,0.27678,0.345084,0.802066,0.2777,0.27586,0,0.44644
4437,0.27433,0.345079,0.794977,0.27656,0.2721,0,0.45134
4438,0.27581,0.345075,0.799276,0.27514,0.27648,0,0.44838
4439,0.2748,0.34507,0.79636,0.27382,0.27578,0,0.4504
4440,0.27565,0.345065,0.798834,0.27652,0.27478,0,0.4487
4441,0.2742,0.345061,0.794643,0.27746,0.27094,0,0.4516
4442,0.27581,0.345056,0.799319,0.27752,0.2741,0,0.44838
4443,0.27399,0.345052,0.794055,0.2737,0.27428,0,0.45202
4444,0.27734,0.345047,0.803775,0.27514,0.27954,0,0.44532
4445,0.27748,0.345042,0.804191,0.27964,0.27532,0,0.44504
4446,0.27679,0.345038,0.802202,0.27626,0.27732,0,0.44642
4447,0.27547,0.345033,0.798387,0.27694,0.274,0,0.44906
4448,0.27819,0.345028,0.806281,0.27622,0.28016,0,0.44362
4449,0.27703,0.345024,0.80293,0.27742,0.27664,0,0.44594
4450,0.27493,0.345019,0.796854,0.27684,0.27302,0,0.45014
4451,0.27501,0.345015,0.797097,0.27462,0.2754,0,0.44998
4452,0.27688,0.34501,0.802527,0.27804,0.27572,0,0.44624
4453,0.27571,0.345005,0.799147,0.2771,0.27432,0,0.44858
4454,0.27647,0.345001,0.80136,0.27838,0.27456,0,0.44706
4455,0.27416,0.344996,0.794675,0.27368,0.27464,0,0.45168
4456,0.27505,0.344992,0.797266,0.27396,0.27614,0,0.4499
4457,0.27611,0.344987,0.800349,0.27602,0.2762,0,0.44778
4458,0.27515,0.344982,0.797577,0.2769,0.2734,0,0.4497
4459,0.27539,0.344978,0.798283,0.2771,0.27368,0,0.44922
4460,0.27463,0.344973,0.796091,0.27056,0.2787,0,0.45074
4461,0.27687,0.344969,0.802595,0.27684,0.2769,0,0.44626
4462,0.27502,0.344964,0.797243,0.27486,0.27518,0,0.44996
4463,0.2745,0.344959,0.795746,0.27372,0.27528,0,0.451
4464,0.27582,0.344955,0.799583,0.27768,0.27396,0,0.44836
4465,0.27645,0.34495,0.80142,0.27532,0.27758,0,0.4471
4466,0.27432,0.344946,0.795256,0.27786,0.27078,0,0.45136
4467,0.27632,0.344941,0.801065,0.275,0.27764,0,0.44736
4468,0.27571,0.344936,0.799307,0.27398,0.27744,0,0.44858
4469,0.27446,0.344932,0.795694,0.27612,0.2728,0,0.45108
4470,0.27409,0.344927,0.794631,0.27382,0.27436,0,0.45182
4471,0.27361,0.344923,0.79325,0.2727,0.27452,0,0.45278
4472,0.27457,0.344918,0.796044,0.27582,0.27332,0,0.45086
4473,0.27567,0.344913,0.799244,0.27822,0.27312,0,0.44866
4474,0.27502,0.344909,0.79737,0.27304,0.277,0,0.44996
4475,0.27637,0.344904,0.801295,0.27596,0.27678,0,0.44726
4476,0.27722,0.3449,0.80377,0.27416,0.28028,0,0.44556
4477,0.27826,0.344895,0.806796,0.27856,0.27796,0,0.44348
4478,0.2763,0.344891,0.801124,0.27676,0.27584,0,0.4474
4479,0.27578,0.344886,0.799627,0.27594,0.27562,0,0.44844
4480,0.27682,0.344881,0.802653,0.278,0.27564,0,0.44636
4481,0.27558,0.344877,0.799068,0.27428,0.27688,0,0.44884
4482,0.27396,0.344872,0.794381,0.27504,0.27288,0,0.45208
4483,0.27483,0.344868,0.796914,0.27472,0.27494,0,0.45034
4484,0.27534,0.344863,0.798404,0.27138,0.2793,0,0.44932
4485,0.27573,0.344858,0.799545,0.2764,0.27506,0,0.44854
4486,0.27345,0.344854,0.792944,0.27228,0.27462,0,0.4531
4487,0.27352,0.344849,0.793158,0.2749,0.27214,0,0.45296
4488,0.27629,0.344845,0.801201,0.27696,0.27562,0,0.44742
4489,0.27469,0.34484,0.796572,0.27748,0.2719,0,0.45062
4490,0.27566,0.344836,0.799395,0.27614,0.27518,0,0.44868
4491,0.27725,0.344831,0.804017,0.27624,0.27826,0,0.4455
4492,0.27332,0.344826,0.792631,0.27458,0.27206,0,0.45336
4493,0.27357,0.344822,0.793366,0.27038,0.27676,0,0.45286
4494,0.27692,0.344817,0.803092,0.27712,0.27672,0,0.44616
4495,0.27468,0.344813,0.796606,0.27282,0.27654,0,0.45064
4496,0.27636,0.344808,0.801489,0.27558,0.27714,0,0.44728
4497,0.27358,0.344804,0.793437,0.27064,0.27652,0,0.45284
4498,0.27571,0.344799,0.799625,0.2753,0.27612,0,0.44858
4499,0.27698,0.344795,0.803319,0.2768,0.27716,0,0.44604
4500,0.27485,0.34479,0.797152,0.27326,0.27644,0,0.4503
4501,0.27601,0.344785,0.800527,0.27558,0.27644,0,0.44798
4502,0.27774,0.344781,0.805555,0.27636,0.27912,0,0.44452
4503,0.27513,0.344776,0.797996,0.27476,0.2755,0,0.44974
4504,0.27381,0.344772,0.794177,0.27232,0.2753,0,0.45238
4505,0.27516,0.344767,0.798104,0.2752,0.27512,0,0.44968
4506,0.27615,0.344763,0.800986,0.27584,0.27646,0,0.4477
4507,0.27478,0.344758,0.797022,0.27522,0.27434,0,0.45044
4508,0.2743,0.344754,0.795641,0.27474,0.27386,0,0.4514
4509,0.27575,0.344749,0.799857,0.27422,0.27728,0,0.4485
4510,0.2749,0.344745,0.797402,0.27426,0.27554,0,0.4502
4511,0.27715,0.34474,0.803939,0.2788,0.2755,0,0.4457
4512,0.27614,0.344735,0.80102,0.27458,0.2777,0,0.44772
4513,0.27543,0.344731,0.798971,0.2748,0.27606,0,0.44914
4514,0.27439,0.344726,0.795965,0.27474,0.27404,0,0.45122
4515,0.27581,0.344722,0.800094,0.27544,0.27618,0,0.44838
4516,0.27473,0.344717,0.796972,0.27534,0.27412,0,0.45054
4517,0.27512,0.344713,0.798114,0.2753,0.27494,0,0.44976
4518,0.27528,0.344708,0.798588,0.27314,0.27742,0,0.44944
4519,0.27449,0.344704,0.796307,0.27346,0.27552,0,0.45102
4520,0.27484,0.344699,0.797333,0.27598,0.2737,0,0.45032
4521,0.27369,0.344695,0.794007,0.274,0.27338,0,0.45262
4522,0.27321,0.34469,0.792625,0.27428,0.27214,0,0.45358
4523,0.27376,0.344686,0.794231,0.27254,0.27498,0,0.45248
4524,0.27538,0.344681,0.798941,0.2751,0.27566,0,0.44924
4525,0.27577,0.344677,0.800083,0.27664,0.2749,0,0.44846
4526,0.27452,0.344672,0.796467,0.2771,0.27194,0,0.45096
4527,0.27762,0.344667,0.805472,0.27684,0.2784,0,0.44476
4528,0.27371,0.344663,0.794138,0.27212,0.2753,0,0.45258
4529,0.27519,0.344658,0.798443,0.27524,0.27514,0,0.44962
4530,0.27346,0.344654,0.793434,0.27084,0.27608,0,0.45308
4531,0.27585,0.344649,0.800379,0.27676,0.27494,0,0.4483
4532,0.2762,0.344645,0.801405,0.27738,0.27502,0,0.4476
4533,0.27495,0.34464,0.797788,0.27218,0.27772,0,0.4501
4534,0.27734,0.344636,0.804733,0.27786,0.27682,0,0.44532
4535,0.27515,0.344631,0.798389,0.27554,0.27476,0,0.4497
4536,0.27632,0.344627,0.801795,0.27572,0.27692,0,0.44736
4537,0.27655,0.344622,0.802473,0.27564,0.27746,0,0.4469
4538,0.27586,0.344618,0.800481,0.27484,0.27688,0,0.44828
4539,0.2775,0.344613,0.80525,0.27428,0.28072,0,0.445
4540,0.27372,0.344609,0.794292,0.27452,0.27292,0,0.45256
4541,0.27505,0.344604,0.798162,0.27536,0.27474,0,0.4499
4542,0.27626,0.3446,0.801684,0.27624,0.27628,0,0.44748
4543,0.27602,0.344595,0.800998,0.27518,0.27686,0,0.44796
4544,0.27338,0.344591,0.793347,0.27374,0.27302,0,0.45324
4545,0.27432,0.344586,0.796085,0.27504,0.2736,0,0.45136
4546,0.27637,0.344582,0.802045,0.27538,0.27736,0,0.44726
4547,0.27615,0.344577,0.801417,0.27646,0.27584,0,0.4477
4548,0.27617,0.344573,0.801485,0.27522,0.27712,0,0.44766
4549,0.27764,0.344568,0.805762,0.27844,0.27684,0,0.44472
4550,0.27657,0.344564,0.802667,0.2786,0.27454,0,0.44686
4551,0.27547,0.344559,0.799485,0.2764,0.27454,0,0.44906
4552,0.27549,0.344555,0.799554,0.27456,0.27642,0,0.44902
4553,0.2743,0.34455,0.79611,0.27662,0.27198,0,0.4514
4554,0.27357,0.344546,0.794002,0.27416,0.27298,0,0.45286
4555,0.27432,0.344541,0.796189,0.27258,0.27606,0,0.45136
4556,0.27611,0.344537,0.801395,0.27692,0.2753,0,0.44778
4557,0.27411,0.344532,0.7956,0.27446,0.27376,0,0.45178
4558,0.27635,0.344528,0.802112,0.27652,0.27618,0,0.4473
4559,0.27573,0.344523,0.800323,0.2767,0.27476,0,0.44854
4560,0.27467,0.344519,0.797257,0.27486,0.27448,0,0.45066
4561,0.27555,0.344514,0.799821,0.27496,0.27614,0,0.4489
4562,0.27658,0.34451,0.802822,0.27794,0.27522,0,0.44684
4563,0.27337,0.344505,0.793514,0.27272,0.27402,0,0.45326
4564,0.27495,0.344501,0.798111,0.27752,0.27238,0,0.4501
4565,0.27513,0.344496,0.798644,0.27578,0.27448,0,0.44974
4566,0.27514,0.344492,0.798683,0.2754,0.27488,0,0.44972
4567,0.27602,0.344488,0.801248,0.27324,0.2788,0,0.44796
4568,0.27416,0.344483,0.795859,0.27452,0.2738,0,0.45168
4569,0.27557,0.344479,0.799963,0.2734,0.27774,0,0.44886
4570,0.27523,0.344474,0.798986,0.27394,0.27652,0,0.44954
4571,0.27457,0.34447,0.79708,0.274,0.27514,0,0.45086
4572,0.27557,0.344465,0.799994,0.2745,0.27664,0,0.44886
4573,0.2752,0.344461,0.79893,0.27626,0.27414,0,0.4496
4574,0.27512,0.344456,0.798708,0.27234,0.2779,0,0.44976
4575,0.27286,0.344452,0.792157,0.27318,0.27254,0,0.45428
4576,0.27534,0.344447,0.799368,0.27554,0.27514,0,0.44932
4577,0.27378,0.344443,0.794849,0.27366,0.2739,0,0.45244
4578,0.27559,0.344438,0.800114,0.2736,0.27758,0,0.44882
4579,0.27534,0.344434,0.799399,0.2758,0.27488,0,0.44932
4580,0.27529,0.344429,0.799264,0.27562,0.27496,0,0.44942
4581,0.2763,0.344425,0.802207,0.2765,0.2761,0,0.4474
