n,probability,1/sqrt(ln(n)),ratio
2015,0.29682,0.362538,0.818727
2016,0.29248,0.362527,0.806782
2017,0.29345,0.362515,0.809484
2018,0.2937,0.362503,0.8102
2019,0.29395,0.362491,0.810916
2020,0.29302,0.362479,0.808377
2021,0.29291,0.362468,0.8081
2022,0.29086,0.362456,0.80247
2023,0.29243,0.362444,0.806828
2024,0.29456,0.362432,0.812731
2025,0.29354,0.362421,0.809943
2026,0.29327,0.362409,0.809224
2027,0.29166,0.362397,0.804808
2028,0.29244,0.362385,0.806986
2029,0.29401,0.362374,0.811345
2030,0.29572,0.362362,0.81609
2031,0.29134,0.36235,0.804029
2032,0.29015,0.362338,0.800771
2033,0.29251,0.362327,0.80731
2034,0.29297,0.362315,0.808606
2035,0.29291,0.362303,0.808466
2036,0.29411,0.362292,0.811804
2037,0.29527,0.36228,0.815033
2038,0.29212,0.362268,0.806364
2039,0.29346,0.362257,0.810089
2040,0.29374,0.362245,0.810888
2041,0.29271,0.362233,0.80807
2042,0.29401,0.362222,0.811685
2043,0.29407,0.36221,0.811877
2044,0.29282,0.362198,0.808452
2045,0.29419,0.362187,0.81226
2046,0.29354,0.362175,0.810492
2047,0.29515,0.362164,0.814963
2048,0.29352,0.362152,0.810488
2049,0.29305,0.36214,0.809216
2050,0.29303,0.362129,0.809187
2051,0.29547,0.362117,0.815951
2052,0.29662,0.362106,0.819153
2053,0.29317,0.362094,0.809651
2054,0.29315,0.362083,0.809622
2055,0.29484,0.362071,0.814315
2056,0.2944,0.362059,0.813126
2057,0.29421,0.362048,0.812627
2058,0.29308,0.362036,0.809532
2059,0.29476,0.362025,0.814198
2060,0.29488,0.362013,0.814556
2061,0.29107,0.362002,0.804057
2062,0.29613,0.36199,0.81806
2063,0.29459,0.361979,0.813832
2064,0.29564,0.361967,0.816759
2065,0.29031,0.361956,0.802059
2066,0.29164,0.361944,0.805759
2067,0.2927,0.361933,0.808713
2068,0.29023,0.361921,0.801914
2069,0.29675,0.36191,0.819955
2070,0.28993,0.361899,0.801136
2071,0.29251,0.361887,0.808291
2072,0.29427,0.361876,0.81318
2073,0.2933,0.361864,0.810525
2074,0.29509,0.361853,0.815497
2075,0.29326,0.361841,0.810466
2076,0.29071,0.36183,0.803444
2077,0.2942,0.361819,0.813115
2078,0.2963,0.361807,0.818945
2079,0.29279,0.361796,0.809269
2080,0.29348,0.361784,0.811201
2081,0.29002,0.361773,0.801663
2082,0.29337,0.361762,0.810948
2083,0.29412,0.36175,0.813047
2084,0.29189,0.361739,0.806908
2085,0.29276,0.361728,0.809338
2086,0.29294,0.361716,0.809861
2087,0.29089,0.361705,0.804219
2088,0.29647,0.361694,0.819672
2089,0.29471,0.361682,0.814831
2090,0.2936,0.361671,0.811788
2091,0.29227,0.36166,0.808136
2092,0.29396,0.361648,0.812834
2093,0.29082,0.361637,0.804177
2094,0.29209,0.361626,0.807714
2095,0.29682,0.361614,0.820819
2096,0.29557,0.361603,0.817388
2097,0.29459,0.361592,0.814703
2098,0.29354,0.361581,0.811825
2099,0.29116,0.361569,0.805268
2100,0.29103,0.361558,0.804933
2101,0.2925,0.361547,0.809024
2102,0.29286,0.361536,0.810045
2103,0.29166,0.361524,0.806751
2104,0.29447,0.361513,0.814549
2105,0.29132,0.361502,0.80586
2106,0.29412,0.361491,0.813631
2107,0.2928,0.361479,0.810005
2108,0.29236,0.361468,0.808812
2109,0.29199,0.361457,0.807814
2110,0.29324,0.361446,0.811297
2111,0.29358,0.361435,0.812263
2112,0.2919,0.361423,0.80764
2113,0.29305,0.361412,0.810847
2114,0.29325,0.361401,0.811425
2115,0.29257,0.36139,0.809569
2116,0.29132,0.361379,0.806135
2117,0.29205,0.361368,0.80818
2118,0.29289,0.361356,0.810529
2119,0.29277,0.361345,0.810222
2120,0.29413,0.361334,0.814011
2121,0.29304,0.361323,0.811019
2122,0.29457,0.361312,0.815279
2123,0.29092,0.361301,0.805201
2124,0.29073,0.36129,0.8047
2125,0.29269,0.361279,0.81015
2126,0.29368,0.361268,0.812915
2127,0.29201,0.361256,0.808318
2128,0.29317,0.361245,0.811554
2129,0.29386,0.361234,0.813489
2130,0.29187,0.361223,0.808004
2131,0.29349,0.361212,0.812514
2132,0.29318,0.361201,0.811681
2133,0.29287,0.36119,0.810847
2134,0.29361,0.361179,0.812921
2135,0.29201,0.361168,0.808516
2136,0.29367,0.361157,0.813137
2137,0.29332,0.361146,0.812192
2138,0.29277,0.361135,0.810694
2139,0.29308,0.361124,0.811577
2140,0.29239,0.361113,0.809691
2141,0.29281,0.361102,0.810879
2142,0.29129,0.361091,0.806694
2143,0.29358,0.36108,0.813061
2144,0.29155,0.361069,0.807463
2145,0.29415,0.361058,0.814689
2146,0.29329,0.361047,0.812332
2147,0.29007,0.361036,0.803438
2148,0.2919,0.361025,0.808531
2149,0.29309,0.361014,0.811852
2150,0.29324,0.361003,0.812292
2151,0.28983,0.360992,0.80287
2152,0.29059,0.360981,0.805
2153,0.29288,0.36097,0.811368
2154,0.29365,0.36096,0.813526
2155,0.29115,0.360949,0.806625
2156,0.29321,0.360938,0.812356
2157,0.29073,0.360927,0.80551
2158,0.29341,0.360916,0.812959
2159,0.29093,0.360905,0.806112
2160,0.29172,0.360894,0.808326
2161,0.28969,0.360883,0.802725
2162,0.29041,0.360872,0.804744
2163,0.29157,0.360862,0.807983
2164,0.29154,0.360851,0.807924
2165,0.28973,0.36084,0.802933
2166,0.29242,0.360829,0.810412
2167,0.29076,0.360818,0.805835
2168,0.29155,0.360807,0.808049
2169,0.29298,0.360796,0.812037
2170,0.29197,0.360786,0.809262
2171,0.29471,0.360775,0.816881
2172,0.29504,0.360764,0.81782
2173,0.29105,0.360753,0.806784
2174,0.29382,0.360742,0.814487
2175,0.29499,0.360732,0.817755
2176,0.29193,0.360721,0.809296
2177,0.29095,0.36071,0.806604
2178,0.29334,0.360699,0.813254
2179,0.29192,0.360688,0.809341
2180,0.29186,0.360678,0.809199
2181,0.29063,0.360667,0.805813
2182,0.29368,0.360656,0.814294
2183,0.29184,0.360645,0.809216
2184,0.29016,0.360635,0.804581
2185,0.28848,0.360624,0.799947
2186,0.29205,0.360613,0.80987
2187,0.29472,0.360603,0.817299
2188,0.29059,0.360592,0.80587
2189,0.29,0.360581,0.804257
2190,0.28914,0.36057,0.801896
2191,0.2934,0.36056,0.813735
2192,0.2921,0.360549,0.810153
2193,0.29084,0.360538,0.806683
2194,0.2886,0.360528,0.800493
2195,0.29335,0.360517,0.813693
2196,0.29215,0.360506,0.810388
2197,0.29237,0.360496,0.811022
2198,0.29081,0.360485,0.806719
2199,0.29134,0.360474,0.808213
2200,0.29027,0.360464,0.805268
2201,0.29466,0.360453,0.817471
2202,0.29056,0.360442,0.806121
2203,0.29379,0.360432,0.815106
2204,0.29326,0.360421,0.813659
2205,0.29184,0.36041,0.809743
2206,0.29092,0.3604,0.807214
2207,0.29281,0.360389,0.812483
2208,0.29067,0.360379,0.806568
2209,0.29036,0.360368,0.805732
2210,0.29007,0.360357,0.804951
2211,0.29261,0.360347,0.812023
2212,0.29112,0.360336,0.807912
2213,0.29115,0.360326,0.808019
2214,0.28929,0.360315,0.80288
2215,0.29265,0.360305,0.812229
2216,0.29172,0.360294,0.809672
2217,0.2929,0.360284,0.812971
2218,0.29269,0.360273,0.812412
2219,0.29354,0.360262,0.814795
2220,0.29307,0.360252,0.813514
2221,0.2911,0.360241,0.808069
2222,0.29457,0.360231,0.817726
2223,0.2915,0.36022,0.809227
2224,0.2922,0.36021,0.811194
2225,0.28886,0.360199,0.801945
2226,0.29327,0.360189,0.814212
2227,0.2934,0.360178,0.814596
2228,0.29408,0.360168,0.816508
2229,0.29011,0.360157,0.805509
2230,0.29236,0.360147,0.81178
2231,0.29172,0.360136,0.810026
2232,0.29271,0.360126,0.812799
2233,0.29205,0.360115,0.81099
2234,0.29346,0.360105,0.814929
2235,0.28997,0.360095,0.805261
2236,0.29151,0.360084,0.809561
2237,0.29245,0.360074,0.812195
2238,0.29004,0.360063,0.805525
2239,0.29127,0.360053,0.808965
2240,0.28984,0.360042,0.805016
2241,0.29096,0.360032,0.80815
2242,0.29118,0.360022,0.808785
2243,0.29318,0.360011,0.814364
2244,0.2904,0.360001,0.806665
2245,0.28795,0.35999,0.799882
2246,0.2933,0.35998,0.814767
2247,0.29155,0.35997,0.809929
2248,0.29347,0.359959,0.815287
2249,0.29179,0.359949,0.810643
2250,0.29197,0.359939,0.811166
2251,0.29175,0.359928,0.810578
2252,0.29255,0.359918,0.812824
2253,0.29145,0.359907,0.809792
2254,0.28842,0.359897,0.801396
2255,0.28956,0.359887,0.804586
2256,0.29099,0.359876,0.808583
2257,0.28861,0.359866,0.801993
2258,0.29309,0.359856,0.814465
2259,0.28972,0.359845,0.805123
2260,0.2929,0.359835,0.813984
2261,0.29044,0.359825,0.80717
2262,0.29298,0.359815,0.814253
2263,0.29211,0.359804,0.811858
2264,0.29206,0.359794,0.811742
2265,0.29168,0.359784,0.810709
2266,0.29005,0.359773,0.806202
2267,0.29168,0.359763,0.810756
2268,0.29095,0.359753,0.80875
2269,0.28905,0.359743,0.803491
2270,0.28926,0.359732,0.804098
2271,0.29305,0.359722,0.814657
2272,0.28934,0.359712,0.804366
2273,0.29093,0.359702,0.808809
2274,0.29009,0.359691,0.806497
2275,0.2879,0.359681,0.800431
2276,0.29172,0.359671,0.811075
2277,0.29295,0.359661,0.814518
2278,0.29067,0.359651,0.808201
2279,0.28885,0.35964,0.803164
2280,0.29121,0.35963,0.809749
2281,0.29137,0.35962,0.810217
2282,0.28993,0.35961,0.806235
2283,0.29023,0.3596,0.807092
2284,0.292,0.359589,0.812037
2285,0.29114,0.359579,0.809669
2286,0.29124,0.359569,0.80997
2287,0.29204,0.359559,0.812218
2288,0.29045,0.359549,0.807818
2289,0.29119,0.359539,0.809899
2290,0.29211,0.359528,0.812481
2291,0.29071,0.359518,0.80861
2292,0.29246,0.359508,0.813501
2293,0.28974,0.359498,0.805957
2294,0.29089,0.359488,0.809179
2295,0.29043,0.359478,0.807922
2296,0.29217,0.359468,0.812785
2297,0.2882,0.359457,0.801764
2298,0.29087,0.359447,0.809214
2299,0.29164,0.359437,0.811379
2300,0.29187,0.359427,0.812042
2301,0.28816,0.359417,0.801743
2302,0.29235,0.359407,0.813423
2303,0.29265,0.359397,0.814281
2304,0.29098,0.359387,0.809657
2305,0.29209,0.359377,0.812768
2306,0.29202,0.359367,0.812596
2307,0.29223,0.359357,0.813203
2308,0.29005,0.359347,0.80716
2309,0.2894,0.359337,0.805373
2310,0.29164,0.359326,0.81163
2311,0.29155,0.359316,0.811402
2312,0.29007,0.359306,0.807305
2313,0.29254,0.359296,0.814203
2314,0.29229,0.359286,0.813529
2315,0.29159,0.359276,0.811604
2316,0.29054,0.359266,0.808704
2317,0.29085,0.359256,0.809589
2318,0.29178,0.359246,0.8122
2319,0.29256,0.359236,0.814394
2320,0.28884,0.359226,0.804061
2321,0.29064,0.359216,0.809095
2322,0.28909,0.359206,0.804802
2323,0.29383,0.359196,0.818021
2324,0.29064,0.359186,0.809162
2325,0.29166,0.359176,0.812024
2326,0.28867,0.359166,0.803722
2327,0.28985,0.359156,0.80703
2328,0.29076,0.359147,0.809586
2329,0.29023,0.359137,0.808133
2330,0.29013,0.359127,0.807877
2331,0.28978,0.359117,0.806924
2332,0.29155,0.359107,0.811875
2333,0.28768,0.359097,0.801121
2334,0.29182,0.359087,0.812672
2335,0.29304,0.359077,0.816092
2336,0.28856,0.359067,0.803638
2337,0.29087,0.359057,0.810094
2338,0.29234,0.359047,0.81421
2339,0.28861,0.359037,0.803844
2340,0.29039,0.359028,0.808824
2341,0.28873,0.359018,0.804222
2342,0.29066,0.359008,0.80962
2343,0.29098,0.358998,0.810534
2344,0.28808,0.358988,0.802478
2345,0.28934,0.358978,0.80601
2346,0.28787,0.358968,0.801937
2347,0.28954,0.358958,0.806612
2348,0.28996,0.358949,0.807804
2349,0.28989,0.358939,0.807631
2350,0.29145,0.358929,0.811999
2351,0.29158,0.358919,0.812384
2352,0.2892,0.358909,0.805775
2353,0.28836,0.358899,0.803456
2354,0.29091,0.35889,0.810584
2355,0.29077,0.35888,0.810216
2356,0.29055,0.35887,0.809625
2357,0.29044,0.35886,0.80934
2358,0.2911,0.35885,0.811202
2359,0.29042,0.358841,0.809329
2360,0.292,0.358831,0.813754
2361,0.29074,0.358821,0.810265
2362,0.28961,0.358811,0.807138
2363,0.29192,0.358801,0.813598
2364,0.29121,0.358792,0.811641
2365,0.28851,0.358782,0.804138
2366,0.29009,0.358772,0.808563
2367,0.29114,0.358762,0.811512
2368,0.29052,0.358753,0.809806
2369,0.28811,0.358743,0.80311
2370,0.29127,0.358733,0.811941
2371,0.28897,0.358723,0.805551
2372,0.28963,0.358714,0.807413
2373,0.29211,0.358704,0.814349
2374,0.28697,0.358694,0.800041
2375,0.28907,0.358684,0.805917
2376,0.28873,0.358675,0.804991
2377,0.29167,0.358665,0.81321
2378,0.28918,0.358655,0.806289
2379,0.28961,0.358646,0.80751
2380,0.2893,0.358636,0.806668
2381,0.28945,0.358626,0.807108
2382,0.29162,0.358617,0.81318
2383,0.29106,0.358607,0.811641
2384,0.29008,0.358597,0.80893
2385,0.2903,0.358588,0.809565
2386,0.29051,0.358578,0.810173
2387,0.28845,0.358568,0.804449
2388,0.29185,0.358559,0.813953
2389,0.28881,0.358549,0.805497
2390,0.29071,0.358539,0.810818
2391,0.28908,0.35853,0.806293
2392,0.28938,0.35852,0.807152
2393,0.28907,0.35851,0.806309
2394,0.28616,0.358501,0.798213
2395,0.28705,0.358491,0.800717
2396,0.29315,0.358482,0.817755
2397,0.29203,0.358472,0.814652
2398,0.28984,0.358462,0.808565
2399,0.28841,0.358453,0.804597
2400,0.29103,0.358443,0.811928
2401,0.28952,0.358434,0.807737
2402,0.28826,0.358424,0.804243
2403,0.29085,0.358414,0.811491
2404,0.28985,0.358405,0.808722
2405,0.29159,0.358395,0.813599
2406,0.2893,0.358386,0.807231
2407,0.28959,0.358376,0.808062
2408,0.29159,0.358367,0.813664
2409,0.2908,0.358357,0.811481
2410,0.29213,0.358347,0.815215
2411,0.28869,0.358338,0.805636
2412,0.28683,0.358328,0.800467
2413,0.29125,0.358319,0.812824
2414,0.2903,0.358309,0.810194
2415,0.28973,0.3583,0.808625
2416,0.28831,0.35829,0.804683
2417,0.28851,0.358281,0.805262
2418,0.29177,0.358271,0.814383
2419,0.28963,0.358262,0.808431
2420,0.28702,0.358252,0.801168
2421,0.29134,0.358243,0.813248
2422,0.29283,0.358233,0.817428
2423,0.28959,0.358224,0.808405
2424,0.28971,0.358214,0.808762
2425,0.29157,0.358205,0.813976
2426,0.28775,0.358195,0.803333
2427,0.28978,0.358186,0.809022
2428,0.29029,0.358176,0.810467
2429,0.28583,0.358167,0.798036
2430,0.29076,0.358157,0.811822
2431,0.28731,0.358148,0.80221
2432,0.28876,0.358139,0.80628
2433,0.29015,0.358129,0.810183
2434,0.29016,0.35812,0.810232
2435,0.29004,0.35811,0.809918
2436,0.29048,0.358101,0.811168
2437,0.28842,0.358091,0.805437
2438,0.28936,0.358082,0.808083
2439,0.28895,0.358073,0.806959
2440,0.28835,0.358063,0.805305
2441,0.2902,0.358054,0.810493
2442,0.28744,0.358044,0.802806
2443,0.28796,0.358035,0.804279
2444,0.2894,0.358026,0.808322
2445,0.29015,0.358016,0.810438
2446,0.28969,0.358007,0.809175
2447,0.28828,0.357997,0.805257
2448,0.2867,0.357988,0.800865
2449,0.28939,0.357979,0.8084
2450,0.28982,0.357969,0.809623
2451,0.28867,0.35796,0.806431
2452,0.28934,0.357951,0.808324
2453,0.28994,0.357941,0.810021
2454,0.28753,0.357932,0.803309
2455,0.28942,0.357923,0.808611
2456,0.29128,0.357913,0.813829
2457,0.289,0.357904,0.807479
2458,0.28972,0.357895,0.809512
2459,0.29024,0.357885,0.810986
2460,0.29063,0.357876,0.812097
2461,0.28924,0.357867,0.808234
2462,0.29024,0.357857,0.81105
2463,0.28665,0.357848,0.801039
2464,0.2905,0.357839,0.811818
2465,0.28862,0.357829,0.806586
2466,0.29065,0.35782,0.81228
2467,0.28837,0.357811,0.805929
2468,0.28872,0.357801,0.806928
2469,0.28879,0.357792,0.807144
2470,0.29017,0.357783,0.811022
2471,0.28912,0.357774,0.808109
2472,0.28556,0.357764,0.798179
2473,0.28907,0.357755,0.808011
2474,0.28908,0.357746,0.80806
2475,0.29068,0.357737,0.812553
2476,0.286,0.357727,0.799491
2477,0.28774,0.357718,0.804376
2478,0.28699,0.357709,0.8023
2479,0.28901,0.3577,0.807968
2480,0.28896,0.35769,0.807849
2481,0.29009,0.357681,0.811029
2482,0.28958,0.357672,0.809624
2483,0.28863,0.357663,0.806989
2484,0.28822,0.357654,0.805864
2485,0.28884,0.357644,0.807618
2486,0.28811,0.357635,0.805598
2487,0.28779,0.357626,0.804723
2488,0.2876,0.357617,0.804213
2489,0.28692,0.357608,0.802332
2490,0.28772,0.357598,0.80459
2491,0.29117,0.357589,0.814258
2492,0.28834,0.35758,0.806365
2493,0.28821,0.357571,0.806022
2494,0.29051,0.357562,0.812475
2495,0.28952,0.357553,0.809727
2496,0.29031,0.357543,0.811957
2497,0.28705,0.357534,0.80286
2498,0.29021,0.357525,0.811719
2499,0.28647,0.357516,0.801279
2500,0.28851,0.357507,0.807006
2501,0.28803,0.357498,0.805684
2502,0.29101,0.357489,0.81404
2503,0.28888,0.357479,0.808103
2504,0.2879,0.35747,0.805382
2505,0.28653,0.357461,0.80157
2506,0.29046,0.357452,0.812585
2507,0.28938,0.357443,0.809584
2508,0.28956,0.357434,0.810108
2509,0.29218,0.357425,0.817459
2510,0.28708,0.357416,0.803211
2511,0.28777,0.357407,0.805162
2512,0.28857,0.357397,0.80742
2513,0.28711,0.357388,0.803356
2514,0.28819,0.357379,0.806398
2515,0.29097,0.35737,0.814198
2516,0.28839,0.357361,0.806999
2517,0.29118,0.357352,0.814827
2518,0.28702,0.357343,0.803206
2519,0.28895,0.357334,0.808627
2520,0.28798,0.357325,0.805933
2521,0.28683,0.357316,0.802735
2522,0.29032,0.357307,0.812523
2523,0.28684,0.357298,0.802804
2524,0.29146,0.357289,0.815755
2525,0.28936,0.35728,0.809898
2526,0.28831,0.357271,0.806979
2527,0.28836,0.357262,0.80714
2528,0.29097,0.357253,0.814466
2529,0.28985,0.357244,0.811351
2530,0.2876,0.357235,0.805073
2531,0.28811,0.357226,0.806521
2532,0.28613,0.357217,0.800999
2533,0.28781,0.357208,0.805722
2534,0.28928,0.357199,0.809858
2535,0.28917,0.35719,0.80957
2536,0.2859,0.357181,0.800435
2537,0.28907,0.357172,0.809331
2538,0.28723,0.357163,0.804199
2539,0.28763,0.357154,0.80534
2540,0.28674,0.357145,0.802868
2541,0.28872,0.357136,0.808432
2542,0.28867,0.357127,0.808312
2543,0.28884,0.357118,0.808809
2544,0.28619,0.357109,0.801408
2545,0.28842,0.3571,0.807673
2546,0.28664,0.357091,0.802709
2547,0.28876,0.357082,0.808666
2548,0.28716,0.357073,0.804205
2549,0.28753,0.357064,0.805261
2550,0.28811,0.357055,0.806906
2551,0.29337,0.357046,0.821658
2552,0.28592,0.357037,0.800812
2553,0.28825,0.357028,0.807359
2554,0.28694,0.35702,0.803709
2555,0.2904,0.357011,0.813421
2556,0.29019,0.357002,0.812853
2557,0.28918,0.356993,0.810044
2558,0.28787,0.356984,0.806395
2559,0.28904,0.356975,0.809692
2560,0.28678,0.356966,0.803381
2561,0.28666,0.356957,0.803065
2562,0.28997,0.356948,0.812358
2563,0.28743,0.35694,0.805262
2564,0.28998,0.356931,0.812427
2565,0.28712,0.356922,0.804434
2566,0.28976,0.356913,0.811851
2567,0.29147,0.356904,0.816662
2568,0.29035,0.356895,0.813544
2569,0.28816,0.356886,0.807428
2570,0.28759,0.356878,0.805851
2571,0.28527,0.356869,0.79937
2572,0.28647,0.35686,0.802752
2573,0.28658,0.356851,0.80308
2574,0.28699,0.356842,0.804249
2575,0.28602,0.356833,0.801551
2576,0.28324,0.356825,0.793779
2577,0.288,0.356816,0.807139
2578,0.28482,0.356807,0.798247
2579,0.28808,0.356798,0.807403
2580,0.28702,0.356789,0.804452
2581,0.28963,0.356781,0.811788
2582,0.28689,0.356772,0.804128
2583,0.2889,0.356763,0.809781
2584,0.28662,0.356754,0.80341
2585,0.28691,0.356745,0.804243
2586,0.28912,0.356737,0.810458
2587,0.28625,0.356728,0.802433
2588,0.28647,0.356719,0.803069
2589,0.28819,0.35671,0.807911
2590,0.28925,0.356702,0.810902
2591,0.28738,0.356693,0.805679
2592,0.28559,0.356684,0.800681
2593,0.28789,0.356675,0.807149
2594,0.28796,0.356666,0.807365
2595,0.2872,0.356658,0.805254
2596,0.28821,0.356649,0.808105
2597,0.29159,0.35664,0.817603
2598,0.28742,0.356632,0.80593
2599,0.28764,0.356623,0.806566
2600,0.28796,0.356614,0.807484
2601,0.28882,0.356605,0.809915
2602,0.28801,0.356597,0.807663
2603,0.28907,0.356588,0.810656
2604,0.28694,0.356579,0.804702
2605,0.28656,0.356571,0.803656
2606,0.28808,0.356562,0.807938
2607,0.2867,0.356553,0.804088
2608,0.28683,0.356544,0.804472
2609,0.2881,0.356536,0.808054
2610,0.28784,0.356527,0.807344
2611,0.2901,0.356518,0.813703
2612,0.28557,0.35651,0.801016
2613,0.28809,0.356501,0.808104
2614,0.28745,0.356492,0.806329
2615,0.2886,0.356484,0.809574
2616,0.28693,0.356475,0.804909
2617,0.28742,0.356466,0.806303
2618,0.2882,0.356458,0.808511
2619,0.28631,0.356449,0.803228
2620,0.28748,0.35644,0.80653
2621,0.28796,0.356432,0.807896
2622,0.28714,0.356423,0.805615
2623,0.28677,0.356415,0.804597
2624,0.28859,0.356406,0.809723
2625,0.28569,0.356397,0.801605
2626,0.28776,0.356389,0.807433
2627,0.29093,0.35638,0.816348
2628,0.28564,0.356371,0.801523
2629,0.28753,0.356363,0.806846
2630,0.28913,0.356354,0.811356
2631,0.28737,0.356346,0.806436
2632,0.28897,0.356337,0.810946
2633,0.28749,0.356328,0.806812
2634,0.28624,0.35632,0.803323
2635,0.28766,0.356311,0.807328
2636,0.29016,0.356303,0.814364
2637,0.28541,0.356294,0.801052
2638,0.28646,0.356286,0.804018
2639,0.28531,0.356277,0.80081
2640,0.28768,0.356268,0.807481
2641,0.28572,0.35626,0.801999
2642,0.2872,0.356251,0.806173
2643,0.28775,0.356243,0.807736
2644,0.28786,0.356234,0.808064
2645,0.28673,0.356226,0.804911
2646,0.28719,0.356217,0.806222
2647,0.28543,0.356209,0.8013
2648,0.29065,0.3562,0.815974
2649,0.28772,0.356191,0.807768
2650,0.28775,0.356183,0.807871
2651,0.28759,0.356174,0.807441
2652,0.28721,0.356166,0.806394
2653,0.28916,0.356157,0.811888
2654,0.28712,0.356149,0.80618
2655,0.28841,0.35614,0.809821
2656,0.28595,0.356132,0.802933
2657,0.28522,0.356123,0.800902
2658,0.28498,0.356115,0.800247
2659,0.28714,0.356106,0.806332
2660,0.28795,0.356098,0.808626
2661,0.28771,0.356089,0.807971
2662,0.28678,0.356081,0.805379
2663,0.28636,0.356072,0.804218
2664,0.287,0.356064,0.806035
2665,0.28744,0.356055,0.80729
2666,0.28755,0.356047,0.807618
2667,0.28723,0.356039,0.806738
2668,0.28713,0.35603,0.806477
2669,0.2878,0.356022,0.808378
2670,0.28778,0.356013,0.808341
2671,0.28873,0.356005,0.811029
2672,0.28444,0.355996,0.798997
2673,0.28702,0.355988,0.806263
2674,0.28829,0.355979,0.80985
2675,0.28758,0.355971,0.807875
2676,0.28619,0.355963,0.803989
2677,0.2858,0.355954,0.802912
2678,0.28842,0.355946,0.810292
2679,0.28765,0.355937,0.808148
2680,0.28951,0.355929,0.813393
2681,0.2868,0.35592,0.805798
2682,0.28743,0.355912,0.807587
2683,0.28733,0.355904,0.807325
2684,0.28369,0.355895,0.797117
2685,0.28739,0.355887,0.807532
2686,0.28843,0.355878,0.810473
2687,0.28487,0.35587,0.800489
2688,0.28913,0.355862,0.812479
2689,0.28867,0.355853,0.811205
2690,0.28609,0.355845,0.803974
2691,0.2873,0.355837,0.807393
2692,0.28845,0.355828,0.810644
2693,0.2879,0.35582,0.809117
2694,0.28654,0.355811,0.805314
2695,0.28887,0.355803,0.811882
2696,0.28522,0.355795,0.801642
2697,0.28631,0.355786,0.804724
2698,0.28635,0.355778,0.804856
2699,0.28532,0.35577,0.801979
2700,0.2883,0.355761,0.810375
2701,0.28542,0.355753,0.802298
2702,0.2886,0.355745,0.811256
2703,0.28736,0.355736,0.807789
2704,0.28759,0.355728,0.808455
2705,0.28521,0.35572,0.801783
2706,0.28778,0.355711,0.809027
2707,0.28789,0.355703,0.809355
2708,0.28947,0.355695,0.813816
2709,0.28829,0.355686,0.810517
2710,0.28573,0.355678,0.803339
2711,0.28662,0.35567,0.80586
2712,0.28687,0.355662,0.806581
2713,0.28654,0.355653,0.805672
2714,0.2865,0.355645,0.805579
2715,0.28748,0.355637,0.808353
2716,0.28661,0.355628,0.805925
2717,0.28821,0.35562,0.810443
2718,0.28706,0.355612,0.807228
2719,0.28618,0.355604,0.804773
2720,0.28948,0.355595,0.814071
2721,0.28618,0.355587,0.80481
2722,0.28594,0.355579,0.804154
2723,0.28666,0.355571,0.806197
2724,0.28687,0.355562,0.806807
2725,0.2869,0.355554,0.80691
2726,0.28608,0.355546,0.804622
2727,0.28779,0.355538,0.80945
2728,0.28616,0.355529,0.804884
2729,0.28711,0.355521,0.807575
2730,0.2865,0.355513,0.805878
2731,0.28612,0.355505,0.804828
2732,0.28641,0.355496,0.805662
2733,0.28808,0.355488,0.810379
2734,0.28969,0.35548,0.814926
2735,0.28487,0.355472,0.801386
2736,0.28591,0.355464,0.80433
2737,0.28792,0.355455,0.810003
2738,0.28672,0.355447,0.806646
2739,0.2863,0.355439,0.805483
2740,0.28648,0.355431,0.806008
2741,0.28677,0.355423,0.806842
2742,0.28797,0.355414,0.810237
2743,0.28622,0.355406,0.805332
2744,0.28527,0.355398,0.802678
2745,0.28467,0.35539,0.801008
2746,0.28762,0.355382,0.809327
2747,0.28613,0.355373,0.805153
2748,0.28503,0.355365,0.802076
2749,0.2876,0.355357,0.809327
2750,0.28699,0.355349,0.807629
2751,0.28767,0.355341,0.809561
2752,0.29056,0.355333,0.817713
2753,0.28496,0.355325,0.801971
2754,0.28759,0.355316,0.809391
2755,0.28686,0.355308,0.807355
2756,0.28535,0.3553,0.803124
2757,0.28499,0.355292,0.802129
2758,0.28731,0.355284,0.808677
2759,0.28553,0.355276,0.803686
2760,0.28975,0.355268,0.815582
2761,0.28348,0.355259,0.797952
2762,0.28689,0.355251,0.807569
2763,0.28666,0.355243,0.80694
2764,0.28578,0.355235,0.804481
2765,0.28827,0.355227,0.811509
2766,0.28728,0.355219,0.808741
2767,0.28861,0.355211,0.812503
2768,0.28342,0.355203,0.797911
2769,0.28441,0.355195,0.800716
2770,0.28691,0.355187,0.807773
2771,0.28596,0.355178,0.805116
2772,0.289,0.35517,0.813694
2773,0.28622,0.355162,0.805885
2774,0.28574,0.355154,0.804552
2775,0.28449,0.355146,0.801051
2776,0.28698,0.355138,0.80808
2777,0.28564,0.35513,0.804325
2778,0.28473,0.355122,0.801781
2779,0.28839,0.355114,0.812106
2780,0.28706,0.355106,0.808379
2781,0.28854,0.355098,0.812565
2782,0.28678,0.35509,0.807627
2783,0.28562,0.355082,0.804378
2784,0.28878,0.355074,0.813296
2785,0.28775,0.355066,0.810414
2786,0.28733,0.355058,0.809249
2787,0.28863,0.35505,0.812929
2788,0.28533,0.355041,0.803653
2789,0.28615,0.355033,0.80598
2790,0.28804,0.355025,0.811322
2791,0.28262,0.355017,0.796074
