n,probability,1/sqrt(ln(n)),ratio
3246,0.0523,0.351686,0.148712
3247,0.05121,0.351679,0.145616
3248,0.0515,0.351673,0.146443
3249,0.05194,0.351666,0.147697
3250,0.05202,0.351659,0.147927
3251,0.0507,0.351653,0.144176
3252,0.05107,0.351646,0.145231
3253,0.05134,0.351639,0.146002
3254,0.0522,0.351633,0.14845
3255,0.05142,0.351626,0.146235
3256,0.05281,0.351619,0.150191
3257,0.05237,0.351613,0.148942
3258,0.05131,0.351606,0.14593
3259,0.05134,0.351599,0.146019
3260,0.05174,0.351593,0.147159
3261,0.05267,0.351586,0.149807
3262,0.05229,0.351579,0.148729
3263,0.05142,0.351573,0.146257
3264,0.05166,0.351566,0.146943
3265,0.0509,0.351559,0.144784
3266,0.05191,0.351553,0.147659
3267,0.05185,0.351546,0.147491
3268,0.05263,0.351539,0.149713
3269,0.05173,0.351533,0.147156
3270,0.05123,0.351526,0.145736
3271,0.05145,0.351519,0.146365
3272,0.0522,0.351513,0.148501
3273,0.05174,0.351506,0.147195
3274,0.05041,0.351499,0.143414
3275,0.05137,0.351493,0.146148
3276,0.05165,0.351486,0.146947
3277,0.05153,0.35148,0.146609
3278,0.05167,0.351473,0.14701
3279,0.05156,0.351466,0.1467
3280,0.05078,0.35146,0.144483
3281,0.05172,0.351453,0.14716
3282,0.05152,0.351446,0.146594
3283,0.05118,0.35144,0.145629
3284,0.0518,0.351433,0.147396
3285,0.05121,0.351427,0.14572
3286,0.05098,0.35142,0.145069
3287,0.05139,0.351413,0.146238
3288,0.05105,0.351407,0.145273
3289,0.05213,0.3514,0.148349
3290,0.05081,0.351394,0.144596
3291,0.05041,0.351387,0.14346
3292,0.05186,0.35138,0.147589
3293,0.05217,0.351374,0.148474
3294,0.05247,0.351367,0.149331
3295,0.0509,0.351361,0.144865
3296,0.0524,0.351354,0.149137
3297,0.05198,0.351348,0.147945
3298,0.05181,0.351341,0.147464
3299,0.0518,0.351334,0.147438
3300,0.0515,0.351328,0.146587
3301,0.05052,0.351321,0.1438
3302,0.05167,0.351315,0.147076
3303,0.05204,0.351308,0.148132
3304,0.05191,0.351302,0.147765
3305,0.05094,0.351295,0.145006
3306,0.05201,0.351288,0.148055
3307,0.05062,0.351282,0.144101
3308,0.0507,0.351275,0.144331
3309,0.05049,0.351269,0.143736
3310,0.051,0.351262,0.145191
3311,0.05085,0.351256,0.144766
3312,0.0498,0.351249,0.14178
3313,0.0507,0.351243,0.144345
3314,0.05089,0.351236,0.144888
3315,0.05099,0.35123,0.145176
3316,0.05085,0.351223,0.14478
3317,0.04974,0.351216,0.141622
3318,0.05146,0.35121,0.146522
3319,0.05133,0.351203,0.146155
3320,0.04991,0.351197,0.142114
3321,0.05059,0.35119,0.144053
3322,0.05108,0.351184,0.145451
3323,0.05294,0.351177,0.15075
3324,0.05235,0.351171,0.149073
3325,0.05157,0.351164,0.146854
3326,0.0509,0.351158,0.144949
3327,0.05194,0.351151,0.147913
3328,0.05119,0.351145,0.14578
3329,0.05027,0.351138,0.143163
3330,0.0512,0.351132,0.145814
3331,0.05153,0.351125,0.146757
3332,0.05064,0.351119,0.144225
3333,0.05198,0.351112,0.148044
3334,0.05345,0.351106,0.152233
3335,0.05234,0.351099,0.149075
3336,0.05162,0.351093,0.147027
3337,0.05214,0.351086,0.14851
3338,0.05047,0.35108,0.143756
3339,0.05055,0.351073,0.143987
3340,0.05043,0.351067,0.143648
3341,0.05206,0.35106,0.148294
3342,0.04998,0.351054,0.142371
3343,0.05158,0.351047,0.146932
3344,0.05063,0.351041,0.144228
3345,0.05152,0.351034,0.146766
3346,0.05189,0.351028,0.147823
3347,0.05134,0.351022,0.146259
3348,0.05082,0.351015,0.14478
3349,0.05091,0.351009,0.145039
3350,0.05144,0.351002,0.146552
3351,0.05064,0.350996,0.144275
3352,0.05142,0.350989,0.1465
3353,0.05108,0.350983,0.145534
3354,0.05059,0.350976,0.144141
3355,0.05134,0.35097,0.14628
3356,0.05145,0.350964,0.146596
3357,0.0513,0.350957,0.146172
3358,0.05192,0.350951,0.147941
3359,0.05184,0.350944,0.147716
3360,0.05055,0.350938,0.144043
3361,0.05043,0.350931,0.143703
3362,0.05122,0.350925,0.145957
3363,0.0512,0.350918,0.145903
3364,0.05096,0.350912,0.145222
3365,0.04996,0.350906,0.142374
3366,0.05095,0.350899,0.145198
3367,0.0525,0.350893,0.149618
3368,0.05159,0.350886,0.147028
3369,0.05138,0.35088,0.146432
3370,0.04908,0.350874,0.139879
3371,0.05058,0.350867,0.144157
3372,0.05263,0.350861,0.150003
3373,0.05057,0.350854,0.144134
3374,0.0511,0.350848,0.145647
3375,0.05095,0.350842,0.145222
3376,0.05102,0.350835,0.145424
3377,0.05142,0.350829,0.146567
3378,0.0525,0.350822,0.149648
3379,0.05063,0.350816,0.144321
3380,0.05231,0.35081,0.149112
3381,0.05067,0.350803,0.14444
3382,0.05131,0.350797,0.146267
3383,0.05052,0.35079,0.144018
3384,0.05246,0.350784,0.149551
3385,0.05226,0.350778,0.148983
3386,0.05087,0.350771,0.145023
3387,0.05044,0.350765,0.1438
3388,0.05168,0.350759,0.147338
3389,0.05197,0.350752,0.148167
3390,0.05129,0.350746,0.146231
3391,0.0505,0.350739,0.143982
3392,0.05119,0.350733,0.145951
3393,0.04995,0.350727,0.142419
3394,0.05191,0.35072,0.14801
3395,0.05041,0.350714,0.143735
3396,0.05306,0.350708,0.151294
3397,0.05086,0.350701,0.145024
3398,0.05157,0.350695,0.147051
3399,0.05063,0.350689,0.144373
3400,0.05161,0.350682,0.14717
3401,0.05272,0.350676,0.150338
3402,0.05078,0.35067,0.144809
3403,0.05153,0.350663,0.14695
3404,0.05161,0.350657,0.147181
3405,0.05107,0.350651,0.145644
3406,0.05055,0.350644,0.144163
3407,0.05111,0.350638,0.145763
3408,0.05142,0.350632,0.14665
3409,0.05242,0.350625,0.149504
3410,0.05075,0.350619,0.144744
3411,0.05129,0.350613,0.146287
3412,0.05128,0.350606,0.146261
3413,0.05105,0.3506,0.145608
3414,0.05027,0.350594,0.143385
3415,0.05066,0.350587,0.1445
3416,0.0503,0.350581,0.143476
3417,0.05039,0.350575,0.143735
3418,0.05151,0.350568,0.146933
3419,0.05059,0.350562,0.144311
3420,0.05184,0.350556,0.147879
3421,0.05297,0.35055,0.151106
3422,0.05097,0.350543,0.145403
3423,0.05095,0.350537,0.145348
3424,0.05084,0.350531,0.145037
3425,0.05051,0.350524,0.144098
3426,0.05105,0.350518,0.145642
3427,0.05091,0.350512,0.145245
3428,0.05101,0.350506,0.145533
3429,0.05002,0.350499,0.142711
3430,0.05013,0.350493,0.143027
3431,0.05013,0.350487,0.14303
3432,0.05125,0.35048,0.146228
3433,0.05075,0.350474,0.144804
3434,0.05156,0.350468,0.147118
3435,0.05178,0.350462,0.147748
3436,0.0506,0.350455,0.144384
3437,0.05054,0.350449,0.144215
3438,0.05199,0.350443,0.148355
3439,0.05149,0.350437,0.146931
3440,0.05107,0.35043,0.145735
3441,0.05089,0.350424,0.145224
3442,0.05089,0.350418,0.145227
3443,0.05102,0.350412,0.1456
3444,0.05119,0.350405,0.146088
3445,0.04987,0.350399,0.142323
3446,0.05122,0.350393,0.146179
3447,0.05053,0.350387,0.144212
3448,0.05113,0.35038,0.145927
3449,0.05161,0.350374,0.1473
3450,0.05095,0.350368,0.145419
3451,0.05101,0.350362,0.145592
3452,0.05017,0.350355,0.143197
3453,0.05167,0.350349,0.147481
3454,0.04999,0.350343,0.142689
3455,0.05093,0.350337,0.145374
3456,0.05012,0.350331,0.143065
3457,0.05126,0.350324,0.146322
3458,0.05084,0.350318,0.145125
3459,0.05113,0.350312,0.145956
3460,0.05126,0.350306,0.146329
3461,0.05087,0.350299,0.145219
3462,0.05121,0.350293,0.146192
3463,0.05071,0.350287,0.144767
3464,0.05099,0.350281,0.145569
3465,0.05026,0.350275,0.143487
3466,0.0498,0.350268,0.142177
3467,0.05196,0.350262,0.148346
3468,0.05123,0.350256,0.146264
3469,0.05141,0.35025,0.146781
3470,0.0513,0.350244,0.146469
3471,0.04993,0.350237,0.14256
3472,0.05135,0.350231,0.146617
3473,0.05097,0.350225,0.145535
3474,0.051,0.350219,0.145623
3475,0.0503,0.350213,0.143627
3476,0.05144,0.350207,0.146885
3477,0.05106,0.3502,0.145802
3478,0.05087,0.350194,0.145262
3479,0.04971,0.350188,0.141952
3480,0.05011,0.350182,0.143097
3481,0.0504,0.350176,0.143928
3482,0.05099,0.35017,0.145615
3483,0.05037,0.350163,0.143847
3484,0.05001,0.350157,0.142822
3485,0.05076,0.350151,0.144966
3486,0.05167,0.350145,0.147567
3487,0.04972,0.350139,0.142001
3488,0.05065,0.350133,0.144659
3489,0.05167,0.350126,0.147575
3490,0.05023,0.35012,0.143465
3491,0.05018,0.350114,0.143325
3492,0.05096,0.350108,0.145555
3493,0.05055,0.350102,0.144387
3494,0.05068,0.350096,0.14476
3495,0.05096,0.35009,0.145563
3496,0.05,0.350083,0.142823
3497,0.05049,0.350077,0.144225
3498,0.04954,0.350071,0.141514
3499,0.04944,0.350065,0.141231
3500,0.0507,0.350059,0.144833
3501,0.05054,0.350053,0.144378
3502,0.05068,0.350047,0.144781
3503,0.05121,0.350041,0.146297
3504,0.05106,0.350034,0.145871
3505,0.05054,0.350028,0.144388
3506,0.05111,0.350022,0.146019
3507,0.05018,0.350016,0.143365
3508,0.05126,0.35001,0.146453
3509,0.05033,0.350004,0.143798
3510,0.05164,0.349998,0.147544
3511,0.0508,0.349992,0.145146
3512,0.05062,0.349986,0.144635
3513,0.05253,0.349979,0.150095
3514,0.05224,0.349973,0.149269
3515,0.05019,0.349967,0.143413
3516,0.0495,0.349961,0.141444
3517,0.05044,0.349955,0.144133
3518,0.05098,0.349949,0.145678
3519,0.04953,0.349943,0.141537
3520,0.05125,0.349937,0.146455
3521,0.04951,0.349931,0.141485
3522,0.05083,0.349925,0.14526
3523,0.05077,0.349919,0.145091
3524,0.04962,0.349912,0.141807
3525,0.05127,0.349906,0.146525
3526,0.05027,0.3499,0.14367
3527,0.05197,0.349894,0.148531
3528,0.0508,0.349888,0.145189
3529,0.05088,0.349882,0.14542
3530,0.05114,0.349876,0.146166
3531,0.05149,0.34987,0.147169
3532,0.0499,0.349864,0.142627
3533,0.04998,0.349858,0.142858
3534,0.05092,0.349852,0.145547
3535,0.05104,0.349846,0.145893
3536,0.0506,0.34984,0.144638
3537,0.05067,0.349834,0.14484
3538,0.04979,0.349828,0.142327
3539,0.05062,0.349821,0.144702
3540,0.05188,0.349815,0.148307
3541,0.05165,0.349809,0.147652
3542,0.05013,0.349803,0.143309
3543,0.05091,0.349797,0.145541
3544,0.05053,0.349791,0.144458
3545,0.05196,0.349785,0.148548
3546,0.0494,0.349779,0.141232
3547,0.0508,0.349773,0.145237
3548,0.05143,0.349767,0.147041
3549,0.04982,0.349761,0.14244
3550,0.04984,0.349755,0.1425
3551,0.0504,0.349749,0.144103
3552,0.05107,0.349743,0.146022
3553,0.05114,0.349737,0.146224
3554,0.05086,0.349731,0.145426
3555,0.05,0.349725,0.142969
3556,0.05085,0.349719,0.145402
3557,0.05093,0.349713,0.145634
3558,0.05083,0.349707,0.14535
3559,0.05008,0.349701,0.143208
3560,0.05165,0.349695,0.1477
3561,0.05132,0.349689,0.146759
3562,0.05073,0.349683,0.145074
3563,0.05009,0.349677,0.143247
3564,0.05117,0.349671,0.146338
3565,0.04926,0.349665,0.140878
3566,0.05015,0.349659,0.143425
3567,0.05055,0.349653,0.144572
3568,0.05056,0.349647,0.144603
3569,0.05042,0.349641,0.144205
3570,0.05078,0.349635,0.145237
3571,0.05035,0.349629,0.14401
3572,0.05073,0.349623,0.145099
3573,0.05003,0.349617,0.143099
3574,0.05121,0.349611,0.146477
3575,0.05001,0.349605,0.143047
3576,0.04954,0.349599,0.141705
3577,0.0493,0.349593,0.141021
3578,0.0501,0.349587,0.143312
3579,0.0508,0.349581,0.145317
3580,0.04923,0.349575,0.140828
3581,0.04983,0.349569,0.142547
3582,0.04945,0.349563,0.141462
3583,0.05106,0.349557,0.14607
3584,0.05161,0.349551,0.147646
3585,0.04959,0.349545,0.14187
3586,0.05007,0.349539,0.143246
3587,0.051,0.349533,0.145909
3588,0.05113,0.349528,0.146283
3589,0.05061,0.349522,0.144798
3590,0.05109,0.349516,0.146174
3591,0.05107,0.34951,0.146119
3592,0.0506,0.349504,0.144777
3593,0.04959,0.349498,0.141889
3594,0.05009,0.349492,0.143322
3595,0.05035,0.349486,0.144069
3596,0.05041,0.34948,0.144243
3597,0.04931,0.349474,0.141098
3598,0.05176,0.349468,0.148111
3599,0.05073,0.349462,0.145166
3600,0.04966,0.349456,0.142106
3601,0.05017,0.34945,0.143568
3602,0.04879,0.349444,0.139622
3603,0.05156,0.349438,0.147551
3604,0.05067,0.349433,0.145007
3605,0.05017,0.349427,0.143578
3606,0.05059,0.349421,0.144782
3607,0.05128,0.349415,0.14676
3608,0.04858,0.349409,0.139035
3609,0.05123,0.349403,0.146622
3610,0.05077,0.349397,0.145307
3611,0.0516,0.349391,0.147685
3612,0.05066,0.349385,0.144998
3613,0.05097,0.349379,0.145887
3614,0.04822,0.349373,0.138018
3615,0.05035,0.349368,0.144118
3616,0.05084,0.349362,0.145523
3617,0.05042,0.349356,0.144323
3618,0.05102,0.34935,0.146043
3619,0.05013,0.349344,0.143498
3620,0.04929,0.349338,0.141095
3621,0.05087,0.349332,0.145621
3622,0.05046,0.349326,0.144449
3623,0.05156,0.34932,0.147601
3624,0.05045,0.349315,0.144426
3625,0.05106,0.349309,0.146174
3626,0.05089,0.349303,0.14569
3627,0.04997,0.349297,0.143059
3628,0.04993,0.349291,0.142947
3629,0.04949,0.349285,0.141689
3630,0.05011,0.349279,0.143467
3631,0.05042,0.349273,0.144357
3632,0.0505,0.349268,0.144588
3633,0.05077,0.349262,0.145364
3634,0.05061,0.349256,0.144908
3635,0.05018,0.34925,0.143679
3636,0.05001,0.349244,0.143195
3637,0.04955,0.349238,0.14188
3638,0.0498,0.349232,0.142598
3639,0.05141,0.349227,0.147211
3640,0.05016,0.349221,0.143634
3641,0.05134,0.349215,0.147016
3642,0.05031,0.349209,0.144068
3643,0.05028,0.349203,0.143985
3644,0.05084,0.349197,0.145591
3645,0.0516,0.349191,0.14777
3646,0.0511,0.349186,0.14634
3647,0.0515,0.34918,0.147488
3648,0.04867,0.349174,0.139386
3649,0.0499,0.349168,0.142911
3650,0.05086,0.349162,0.145663
3651,0.05019,0.349156,0.143746
3652,0.05029,0.349151,0.144035
3653,0.05042,0.349145,0.14441
3654,0.04897,0.349139,0.140259
3655,0.05098,0.349133,0.146019
3656,0.05042,0.349127,0.144417
3657,0.05138,0.349122,0.147169
3658,0.04989,0.349116,0.142904
3659,0.04946,0.34911,0.141675
3660,0.04876,0.349104,0.139672
3661,0.05051,0.349098,0.144687
3662,0.05035,0.349092,0.144231
3663,0.04949,0.349087,0.14177
3664,0.04925,0.349081,0.141085
3665,0.05179,0.349075,0.148364
3666,0.04948,0.349069,0.141748
3667,0.04886,0.349063,0.139975
3668,0.04918,0.349058,0.140894
3669,0.05046,0.349052,0.144563
3670,0.05129,0.349046,0.146943
3671,0.04901,0.34904,0.140414
3672,0.05062,0.349034,0.145029
3673,0.04894,0.349029,0.140218
3674,0.0507,0.349023,0.145263
3675,0.04997,0.349017,0.143173
3676,0.05006,0.349011,0.143434
3677,0.04896,0.349006,0.140284
3678,0.04905,0.349,0.140545
3679,0.05011,0.348994,0.143584
3680,0.05068,0.348988,0.14522
3681,0.04955,0.348982,0.141984
3682,0.04944,0.348977,0.141671
3683,0.05087,0.348971,0.145771
3684,0.0506,0.348965,0.145
3685,0.05044,0.348959,0.144544
3686,0.04995,0.348954,0.143142
3687,0.04891,0.348948,0.140164
3688,0.05144,0.348942,0.147417
3689,0.05175,0.348936,0.148308
3690,0.0505,0.348931,0.144728
3691,0.04847,0.348925,0.138912
3692,0.05102,0.348919,0.146223
3693,0.05009,0.348913,0.14356
3694,0.05011,0.348908,0.14362
3695,0.04891,0.348902,0.140183
3696,0.05007,0.348896,0.14351
3697,0.04968,0.34889,0.142394
3698,0.05052,0.348885,0.144804
3699,0.05018,0.348879,0.143832
3700,0.04953,0.348873,0.141971
3701,0.04971,0.348867,0.14249
3702,0.05054,0.348862,0.144871
3703,0.04985,0.348856,0.142896
3704,0.04892,0.34885,0.140232
3705,0.0496,0.348844,0.142184
3706,0.04987,0.348839,0.14296
3707,0.05,0.348833,0.143335
3708,0.04922,0.348827,0.141101
3709,0.05031,0.348822,0.144228
3710,0.04981,0.348816,0.142797
3711,0.0498,0.34881,0.142771
3712,0.04957,0.348804,0.142114
3713,0.05034,0.348799,0.144324
3714,0.04959,0.348793,0.142176
3715,0.05033,0.348787,0.1443
3716,0.04871,0.348782,0.139658
3717,0.04995,0.348776,0.143215
3718,0.04887,0.34877,0.140121
3719,0.0493,0.348764,0.141356
3720,0.05033,0.348759,0.144312
3721,0.049,0.348753,0.140501
3722,0.05035,0.348747,0.144374
3723,0.04957,0.348742,0.14214
3724,0.04978,0.348736,0.142744
3725,0.05121,0.34873,0.146847
3726,0.05016,0.348725,0.143838
3727,0.05092,0.348719,0.14602
3728,0.05012,0.348713,0.143728
3729,0.05027,0.348707,0.144161
3730,0.04969,0.348702,0.1425
3731,0.04909,0.348696,0.140782
3732,0.04939,0.34869,0.141644
3733,0.04957,0.348685,0.142163
3734,0.04946,0.348679,0.14185
3735,0.04982,0.348673,0.142884
3736,0.05015,0.348668,0.143833
3737,0.05034,0.348662,0.144381
3738,0.0502,0.348656,0.143981
3739,0.05017,0.348651,0.143898
3740,0.0508,0.348645,0.145707
3741,0.04958,0.348639,0.14221
3742,0.04998,0.348634,0.14336
3743,0.05141,0.348628,0.147464
3744,0.04993,0.348622,0.143221
3745,0.04935,0.348617,0.141559
3746,0.04942,0.348611,0.141763
3747,0.04997,0.348605,0.143343
3748,0.05072,0.3486,0.145496
3749,0.04995,0.348594,0.14329
3750,0.04985,0.348588,0.143005
3751,0.04951,0.348583,0.142032
3752,0.05039,0.348577,0.144559
3753,0.05085,0.348572,0.145881
3754,0.04928,0.348566,0.141379
3755,0.0498,0.34856,0.142873
3756,0.05035,0.348555,0.144454
3757,0.05005,0.348549,0.143595
3758,0.05082,0.348543,0.145807
3759,0.04974,0.348538,0.142711
3760,0.04915,0.348532,0.14102
3761,0.05064,0.348526,0.145297
3762,0.04978,0.348521,0.142832
3763,0.05122,0.348515,0.146966
3764,0.04966,0.34851,0.142493
3765,0.04916,0.348504,0.14106
3766,0.049,0.348498,0.140603
3767,0.04961,0.348493,0.142356
3768,0.05021,0.348487,0.14408
3769,0.04992,0.348481,0.14325
3770,0.04844,0.348476,0.139005
3771,0.04982,0.34847,0.142968
3772,0.04962,0.348465,0.142396
3773,0.04931,0.348459,0.141509
3774,0.05004,0.348453,0.143606
3775,0.0495,0.348448,0.142059
3776,0.05057,0.348442,0.145132
3777,0.04942,0.348437,0.141834
3778,0.04958,0.348431,0.142295
3779,0.04856,0.348425,0.13937
3780,0.05045,0.34842,0.144797
3781,0.05109,0.348414,0.146636
3782,0.05045,0.348409,0.144801
3783,0.0493,0.348403,0.141503
3784,0.04975,0.348397,0.142797
3785,0.04984,0.348392,0.143057
3786,0.05047,0.348386,0.144868
3787,0.04945,0.348381,0.141942
3788,0.05024,0.348375,0.144212
3789,0.04966,0.34837,0.14255
3790,0.04953,0.348364,0.142179
3791,0.04974,0.348358,0.142784
3792,0.04906,0.348353,0.140834
3793,0.05017,0.348347,0.144023
3794,0.04953,0.348342,0.142188
3795,0.05001,0.348336,0.143568
3796,0.05014,0.348331,0.143944
3797,0.0494,0.348325,0.141822
3798,0.05042,0.348319,0.144752
3799,0.04997,0.348314,0.143463
3800,0.05077,0.348308,0.145762
3801,0.04912,0.348303,0.141027
3802,0.05,0.348297,0.143556
3803,0.04888,0.348292,0.140342
3804,0.05009,0.348286,0.143819
3805,0.04772,0.34828,0.137016
3806,0.04891,0.348275,0.140435
3807,0.05023,0.348269,0.144227
3808,0.04978,0.348264,0.142938
3809,0.05081,0.348258,0.145897
3810,0.05006,0.348253,0.143746
3811,0.04987,0.348247,0.143203
3812,0.04903,0.348242,0.140793
3813,0.04974,0.348236,0.142834
3814,0.04975,0.348231,0.142865
3815,0.05082,0.348225,0.14594
3816,0.05038,0.34822,0.144679
3817,0.05077,0.348214,0.145801
3818,0.04986,0.348208,0.14319
3819,0.05022,0.348203,0.144226
3820,0.0493,0.348197,0.141586
3821,0.0498,0.348192,0.143025
3822,0.04934,0.348186,0.141706
3823,0.04912,0.348181,0.141076
3824,0.04987,0.348175,0.143232
3825,0.0496,0.34817,0.142459
3826,0.05032,0.348164,0.144529
3827,0.04978,0.348159,0.142981
3828,0.04944,0.348153,0.142006
3829,0.04915,0.348148,0.141176
3830,0.04888,0.348142,0.140402
3831,0.04768,0.348137,0.136958
3832,0.04999,0.348131,0.143595
3833,0.04899,0.348126,0.140725
3834,0.04968,0.34812,0.142709
3835,0.05042,0.348115,0.144837
3836,0.04992,0.348109,0.143403
3837,0.04951,0.348104,0.142228
3838,0.04976,0.348098,0.142948
3839,0.0509,0.348093,0.146225
3840,0.0492,0.348087,0.141344
3841,0.04897,0.348082,0.140685
3842,0.04888,0.348076,0.140429
3843,0.04985,0.348071,0.143218
3844,0.04881,0.348065,0.140232
3845,0.04872,0.34806,0.139976
3846,0.0489,0.348054,0.140495
3847,0.04917,0.348049,0.141273
3848,0.04857,0.348043,0.139552
3849,0.04884,0.348038,0.14033
3850,0.04868,0.348032,0.139872
3851,0.04973,0.348027,0.142891
3852,0.04798,0.348021,0.137865
3853,0.05057,0.348016,0.145309
3854,0.04866,0.348011,0.139823
3855,0.04859,0.348005,0.139624
3856,0.05007,0.348,0.143879
3857,0.0505,0.347994,0.145117
3858,0.04934,0.347989,0.141786
3859,0.04921,0.347983,0.141415
3860,0.04987,0.347978,0.143314
3861,0.0484,0.347972,0.139092
3862,0.04955,0.347967,0.142399
3863,0.04906,0.347961,0.140993
3864,0.04892,0.347956,0.140593
3865,0.0497,0.34795,0.142836
3866,0.05009,0.347945,0.14396
3867,0.04848,0.34794,0.139335
3868,0.04958,0.347934,0.142498
3869,0.05098,0.347929,0.146524
3870,0.04884,0.347923,0.140376
3871,0.0508,0.347918,0.146012
3872,0.05029,0.347912,0.144548
3873,0.05047,0.347907,0.145068
3874,0.04931,0.347901,0.141736
3875,0.0486,0.347896,0.139697
3876,0.05016,0.347891,0.144183
3877,0.04991,0.347885,0.143467
3878,0.04927,0.34788,0.141629
3879,0.04886,0.347874,0.140453
3880,0.04987,0.347869,0.143359
3881,0.04969,0.347863,0.142843
3882,0.04992,0.347858,0.143507
3883,0.04903,0.347853,0.14095
3884,0.04954,0.347847,0.142419
3885,0.05021,0.347842,0.144347
3886,0.04971,0.347836,0.142912
3887,0.04977,0.347831,0.143087
3888,0.04892,0.347826,0.140645
3889,0.04989,0.34782,0.143436
3890,0.05092,0.347815,0.1464
3891,0.04948,0.347809,0.142262
3892,0.04951,0.347804,0.14235
3893,0.04927,0.347799,0.141662
3894,0.04896,0.347793,0.140773
3895,0.05061,0.347788,0.14552
3896,0.0497,0.347782,0.142905
3897,0.04913,0.347777,0.141269
3898,0.0499,0.347772,0.143485
3899,0.04954,0.347766,0.142452
3900,0.0499,0.347761,0.143489
3901,0.04841,0.347755,0.139207
3902,0.04957,0.34775,0.142545
3903,0.04934,0.347745,0.141886
3904,0.04822,0.347739,0.138667
3905,0.04886,0.347734,0.14051
3906,0.04945,0.347728,0.142209
3907,0.04977,0.347723,0.143131
3908,0.04901,0.347718,0.140948
3909,0.04922,0.347712,0.141554
3910,0.04861,0.347707,0.139802
3911,0.04973,0.347702,0.143025
3912,0.04969,0.347696,0.142912
3913,0.05015,0.347691,0.144237
3914,0.04903,0.347685,0.141018
3915,0.05003,0.34768,0.143897
3916,0.04875,0.347675,0.140217
3917,0.04835,0.347669,0.139069
3918,0.04981,0.347664,0.143271
3919,0.04958,0.347659,0.142611
3920,0.04832,0.347653,0.138989
3921,0.04901,0.347648,0.140976
3922,0.04865,0.347643,0.139943
3923,0.04988,0.347637,0.143483
3924,0.04958,0.347632,0.142622
3925,0.04953,0.347626,0.142481
3926,0.04993,0.347621,0.143633
3927,0.05003,0.347616,0.143923
3928,0.0498,0.34761,0.143264
3929,0.04899,0.347605,0.140936
3930,0.04897,0.3476,0.14088
3931,0.04913,0.347594,0.141343
3932,0.04962,0.347589,0.142755
3933,0.04818,0.347584,0.138614
3934,0.05012,0.347578,0.144198
3935,0.05008,0.347573,0.144085
3936,0.04884,0.347568,0.140519
3937,0.04864,0.347562,0.139946
3938,0.0502,0.347557,0.144437
3939,0.05007,0.347552,0.144065
3940,0.04866,0.347546,0.14001
3941,0.04818,0.347541,0.138631
3942,0.05016,0.347536,0.14433
3943,0.05051,0.34753,0.14534
3944,0.04939,0.347525,0.142119
3945,0.04923,0.34752,0.141661
3946,0.04939,0.347514,0.142124
3947,0.04953,0.347509,0.142529
3948,0.0492,0.347504,0.141581
3949,0.04931,0.347498,0.1419
3950,0.04993,0.347493,0.143686
3951,0.04842,0.347488,0.139343
3952,0.04995,0.347483,0.143748
3953,0.04924,0.347477,0.141707
3954,0.04838,0.347472,0.139234
3955,0.0498,0.347467,0.143323
3956,0.04877,0.347461,0.140361
3957,0.05024,0.347456,0.144594
3958,0.04804,0.347451,0.138264
3959,0.04894,0.347445,0.140857
3960,0.04908,0.34744,0.141262
3961,0.04887,0.347435,0.140659
3962,0.04792,0.34743,0.137927
3963,0.04977,0.347424,0.143254
3964,0.04929,0.347419,0.141875
3965,0.04909,0.347414,0.141301
3966,0.0488,0.347408,0.140469
3967,0.0492,0.347403,0.141622
3968,0.04881,0.347398,0.140502
3969,0.04921,0.347393,0.141655
3970,0.04957,0.347387,0.142694
3971,0.04895,0.347382,0.140911
3972,0.04927,0.347377,0.141835
3973,0.04828,0.347371,0.138987
3974,0.04974,0.347366,0.143192
3975,0.04807,0.347361,0.138386
3976,0.04873,0.347356,0.140289
3977,0.05064,0.34735,0.145789
3978,0.04931,0.347345,0.141963
3979,0.04871,0.34734,0.140237
3980,0.04916,0.347335,0.141535
3981,0.0493,0.347329,0.14194
3982,0.05057,0.347324,0.145599
3983,0.04929,0.347319,0.141916
3984,0.04925,0.347313,0.141803
3985,0.04917,0.347308,0.141575
3986,0.04781,0.347303,0.137661
3987,0.04892,0.347298,0.140859
3988,0.04919,0.347292,0.141639
3989,0.04919,0.347287,0.141641
3990,0.04875,0.347282,0.140376
3991,0.04965,0.347277,0.14297
3992,0.0499,0.347271,0.143692
3993,0.04823,0.347266,0.138885
3994,0.04896,0.347261,0.140989
3995,0.04754,0.347256,0.136902
3996,0.05004,0.347251,0.144103
3997,0.04977,0.347245,0.143328
3998,0.04943,0.34724,0.142351
3999,0.04994,0.347235,0.143822
4000,0.04968,0.34723,0.143075
4001,0.04906,0.347224,0.141292
4002,0.04978,0.347219,0.143368
4003,0.04797,0.347214,0.138157
4004,0.04958,0.347209,0.142796
4005,0.04884,0.347203,0.140667
4006,0.04833,0.347198,0.1392
4007,0.04909,0.347193,0.141391
4008,0.04958,0.347188,0.142805
4009,0.04739,0.347183,0.136499
4010,0.04923,0.347177,0.141801
4011,0.04981,0.347172,0.143474
4012,0.04988,0.347167,0.143677
4013,0.04914,0.347162,0.141548
4014,0.05028,0.347156,0.144834
4015,0.04957,0.347151,0.142791
4016,0.04856,0.347146,0.139883
4017,0.04749,0.347141,0.136803
4018,0.04844,0.347136,0.139542
4019,0.0501,0.34713,0.144326
4020,0.04845,0.347125,0.139575
4021,0.04796,0.34712,0.138165
4022,0.04921,0.347115,0.141769
