n,probability,1/sqrt(ln(n)),ratio
8577,0.0417,0.332286,0.125494
8578,0.03967,0.332284,0.119386
8579,0.04113,0.332281,0.123781
8580,0.04079,0.332279,0.122758
8581,0.04095,0.332277,0.12324
8582,0.04166,0.332275,0.125378
8583,0.04127,0.332273,0.124205
8584,0.04104,0.332271,0.123514
8585,0.04135,0.332269,0.124448
8586,0.04162,0.332266,0.125261
8587,0.041,0.332264,0.123396
8588,0.04104,0.332262,0.123517
8589,0.04046,0.33226,0.121772
8590,0.04026,0.332258,0.121171
8591,0.04172,0.332256,0.125566
8592,0.04103,0.332254,0.12349
8593,0.04137,0.332252,0.124514
8594,0.0415,0.332249,0.124906
8595,0.04061,0.332247,0.122228
8596,0.04049,0.332245,0.121868
8597,0.04029,0.332243,0.121267
8598,0.04129,0.332241,0.124277
8599,0.04091,0.332239,0.123134
8600,0.04161,0.332237,0.125242
8601,0.04231,0.332234,0.12735
8602,0.0411,0.332232,0.123709
8603,0.0407,0.33223,0.122505
8604,0.04146,0.332228,0.124794
8605,0.04144,0.332226,0.124734
8606,0.04177,0.332224,0.125728
8607,0.04256,0.332222,0.128107
8608,0.04077,0.33222,0.12272
8609,0.04072,0.332217,0.12257
8610,0.04114,0.332215,0.123835
8611,0.04152,0.332213,0.12498
8612,0.04039,0.332211,0.121579
8613,0.04096,0.332209,0.123296
8614,0.04121,0.332207,0.124049
8615,0.04041,0.332205,0.121642
8616,0.04015,0.332203,0.12086
8617,0.04106,0.3322,0.1236
8618,0.04191,0.332198,0.12616
8619,0.04131,0.332196,0.124354
8620,0.04078,0.332194,0.12276
8621,0.04098,0.332192,0.123362
8622,0.04147,0.33219,0.124838
8623,0.04098,0.332188,0.123364
8624,0.04059,0.332186,0.122191
8625,0.04153,0.332183,0.125021
8626,0.04172,0.332181,0.125594
8627,0.04162,0.332179,0.125294
8628,0.04135,0.332177,0.124482
8629,0.04154,0.332175,0.125055
8630,0.04032,0.332173,0.121383
8631,0.0408,0.332171,0.122828
8632,0.04175,0.332169,0.125689
8633,0.04113,0.332166,0.123823
8634,0.04146,0.332164,0.124818
8635,0.04176,0.332162,0.125722
8636,0.04077,0.33216,0.122742
8637,0.04129,0.332158,0.124308
8638,0.04161,0.332156,0.125273
8639,0.04107,0.332154,0.123648
8640,0.0418,0.332152,0.125846
8641,0.04063,0.332149,0.122324
8642,0.04116,0.332147,0.123921
8643,0.04103,0.332145,0.12353
8644,0.04077,0.332143,0.122748
8645,0.0404,0.332141,0.121635
8646,0.04097,0.332139,0.123352
8647,0.04096,0.332137,0.123323
8648,0.04152,0.332135,0.12501
8649,0.04051,0.332132,0.121969
8650,0.04147,0.33213,0.124861
8651,0.04048,0.332128,0.121881
8652,0.0415,0.332126,0.124953
8653,0.04151,0.332124,0.124983
8654,0.0412,0.332122,0.124051
8655,0.04111,0.33212,0.123781
8656,0.04159,0.332118,0.125227
8657,0.04118,0.332116,0.123993
8658,0.04104,0.332113,0.123572
8659,0.0399,0.332111,0.12014
8660,0.04058,0.332109,0.122189
8661,0.0417,0.332107,0.125562
8662,0.04052,0.332105,0.12201
8663,0.0412,0.332103,0.124058
8664,0.04099,0.332101,0.123426
8665,0.04089,0.332099,0.123126
8666,0.0418,0.332096,0.125867
8667,0.04079,0.332094,0.122827
8668,0.04049,0.332092,0.121924
8669,0.04102,0.33209,0.123521
8670,0.04149,0.332088,0.124937
8671,0.04063,0.332086,0.122348
8672,0.04132,0.332084,0.124426
8673,0.04182,0.332082,0.125933
8674,0.04108,0.33208,0.123705
8675,0.04193,0.332077,0.126266
8676,0.04078,0.332075,0.122803
8677,0.04149,0.332073,0.124942
8678,0.04125,0.332071,0.12422
8679,0.04211,0.332069,0.126811
8680,0.04124,0.332067,0.124192
8681,0.04108,0.332065,0.123711
8682,0.04092,0.332063,0.12323
8683,0.04008,0.332061,0.120701
8684,0.0421,0.332059,0.126785
8685,0.04091,0.332056,0.123202
8686,0.04068,0.332054,0.12251
8687,0.04226,0.332052,0.127269
8688,0.04137,0.33205,0.12459
8689,0.04172,0.332048,0.125644
8690,0.04189,0.332046,0.126157
8691,0.04074,0.332044,0.122695
8692,0.04159,0.332042,0.125255
8693,0.04233,0.33204,0.127485
8694,0.03949,0.332037,0.118932
8695,0.04104,0.332035,0.123601
8696,0.04131,0.332033,0.124415
8697,0.04124,0.332031,0.124205
8698,0.04187,0.332029,0.126103
8699,0.04059,0.332027,0.122249
8700,0.0411,0.332025,0.123786
8701,0.04112,0.332023,0.123847
8702,0.04178,0.332021,0.125836
8703,0.04131,0.332019,0.124421
8704,0.04177,0.332016,0.125807
8705,0.04201,0.332014,0.126531
8706,0.04164,0.332012,0.125417
8707,0.04161,0.33201,0.125328
8708,0.04175,0.332008,0.12575
8709,0.04055,0.332006,0.122136
8710,0.04169,0.332004,0.125571
8711,0.04025,0.332002,0.121234
8712,0.04105,0.332,0.123645
8713,0.04063,0.331997,0.12238
8714,0.04039,0.331995,0.121658
8715,0.04249,0.331993,0.127985
8716,0.04092,0.331991,0.123256
8717,0.04014,0.331989,0.120908
8718,0.04103,0.331987,0.123589
8719,0.04149,0.331985,0.124976
8720,0.04182,0.331983,0.12597
8721,0.04197,0.331981,0.126423
8722,0.04127,0.331979,0.124315
8723,0.04107,0.331977,0.123714
8724,0.0413,0.331974,0.124407
8725,0.04011,0.331972,0.120823
8726,0.04127,0.33197,0.124318
8727,0.04213,0.331968,0.12691
8728,0.04059,0.331966,0.122272
8729,0.04089,0.331964,0.123176
8730,0.04109,0.331962,0.123779
8731,0.04127,0.33196,0.124322
8732,0.04133,0.331958,0.124504
8733,0.04196,0.331956,0.126402
8734,0.04138,0.331953,0.124656
8735,0.04141,0.331951,0.124747
8736,0.04029,0.331949,0.121374
8737,0.04144,0.331947,0.124839
8738,0.04046,0.331945,0.121888
8739,0.0409,0.331943,0.123214
8740,0.04103,0.331941,0.123606
8741,0.04195,0.331939,0.126379
8742,0.03968,0.331937,0.119541
8743,0.03994,0.331935,0.120325
8744,0.04065,0.331933,0.122465
8745,0.04164,0.33193,0.125448
8746,0.04171,0.331928,0.12566
8747,0.04066,0.331926,0.122497
8748,0.04057,0.331924,0.122227
8749,0.04118,0.331922,0.124065
8750,0.04132,0.33192,0.124488
8751,0.04048,0.331918,0.121958
8752,0.04143,0.331916,0.124821
8753,0.03988,0.331914,0.120152
8754,0.0405,0.331912,0.12202
8755,0.04125,0.33191,0.124281
8756,0.04083,0.331907,0.123016
8757,0.04221,0.331905,0.127175
8758,0.04016,0.331903,0.120999
8759,0.04223,0.331901,0.127237
8760,0.04152,0.331899,0.125098
8761,0.04166,0.331897,0.125521
8762,0.04157,0.331895,0.12525
8763,0.04115,0.331893,0.123986
8764,0.04153,0.331891,0.125132
8765,0.041,0.331889,0.123535
8766,0.04073,0.331887,0.122723
8767,0.04171,0.331885,0.125676
8768,0.04071,0.331882,0.122664
8769,0.04017,0.33188,0.121038
8770,0.04116,0.331878,0.124021
8771,0.04035,0.331876,0.121581
8772,0.0408,0.331874,0.122938
8773,0.04139,0.331872,0.124717
8774,0.04197,0.33187,0.126465
8775,0.04158,0.331868,0.125291
8776,0.04144,0.331866,0.12487
8777,0.04075,0.331864,0.122791
8778,0.04191,0.331862,0.126288
8779,0.04099,0.33186,0.123516
8780,0.04099,0.331857,0.123517
8781,0.04099,0.331855,0.123518
8782,0.0408,0.331853,0.122946
8783,0.0415,0.331851,0.125056
8784,0.04296,0.331849,0.129456
8785,0.04142,0.331847,0.124817
8786,0.04137,0.331845,0.124667
8787,0.04107,0.331843,0.123763
8788,0.0412,0.331841,0.124156
8789,0.04152,0.331839,0.125121
8790,0.04018,0.331837,0.121084
8791,0.04052,0.331835,0.122109
8792,0.04112,0.331832,0.123918
8793,0.04012,0.33183,0.120905
8794,0.04171,0.331828,0.125698
8795,0.04081,0.331826,0.122986
8796,0.0398,0.331824,0.119943
8797,0.04132,0.331822,0.124525
8798,0.04221,0.33182,0.127208
8799,0.04147,0.331818,0.124978
8800,0.04116,0.331816,0.124045
8801,0.04154,0.331814,0.125191
8802,0.04126,0.331812,0.124348
8803,0.0418,0.33181,0.125976
8804,0.0402,0.331808,0.121155
8805,0.04073,0.331805,0.122753
8806,0.04179,0.331803,0.125948
8807,0.04118,0.331801,0.12411
8808,0.04016,0.331799,0.121037
8809,0.04039,0.331797,0.121731
8810,0.0415,0.331795,0.125077
8811,0.04095,0.331793,0.12342
8812,0.04048,0.331791,0.122005
8813,0.0404,0.331789,0.121764
8814,0.04128,0.331787,0.124417
8815,0.04228,0.331785,0.127432
8816,0.04165,0.331783,0.125534
8817,0.04119,0.331781,0.124148
8818,0.04178,0.331779,0.125927
8819,0.04086,0.331776,0.123155
8820,0.04149,0.331774,0.125055
8821,0.04048,0.331772,0.122011
8822,0.0409,0.33177,0.123278
8823,0.04094,0.331768,0.123399
8824,0.04055,0.331766,0.122225
8825,0.04046,0.331764,0.121954
8826,0.04136,0.331762,0.124668
8827,0.04016,0.33176,0.121051
8828,0.04126,0.331758,0.124368
8829,0.0404,0.331756,0.121776
8830,0.0403,0.331754,0.121476
8831,0.04049,0.331752,0.122049
8832,0.03967,0.33175,0.119578
8833,0.04138,0.331748,0.124733
8834,0.03988,0.331745,0.120213
8835,0.04111,0.331743,0.123921
8836,0.04053,0.331741,0.122174
8837,0.04138,0.331739,0.124737
8838,0.04055,0.331737,0.122235
8839,0.04102,0.331735,0.123653
8840,0.0408,0.331733,0.12299
8841,0.04196,0.331731,0.126488
8842,0.04236,0.331729,0.127695
8843,0.04172,0.331727,0.125766
8844,0.03986,0.331725,0.12016
8845,0.04127,0.331723,0.124411
8846,0.04092,0.331721,0.123357
8847,0.04097,0.331719,0.123508
8848,0.04118,0.331717,0.124142
8849,0.04054,0.331714,0.122214
8850,0.04011,0.331712,0.120918
8851,0.04153,0.33171,0.1252
8852,0.04194,0.331708,0.126436
8853,0.03986,0.331706,0.120167
8854,0.0405,0.331704,0.122097
8855,0.04141,0.331702,0.124841
8856,0.04151,0.3317,0.125143
8857,0.04129,0.331698,0.124481
8858,0.04142,0.331696,0.124873
8859,0.04103,0.331694,0.123698
8860,0.04082,0.331692,0.123066
8861,0.03975,0.33169,0.119841
8862,0.04199,0.331688,0.126595
8863,0.0415,0.331686,0.125118
8864,0.04091,0.331684,0.12334
8865,0.0415,0.331682,0.12512
8866,0.04147,0.331679,0.12503
8867,0.04174,0.331677,0.125845
8868,0.03959,0.331675,0.119364
8869,0.04016,0.331673,0.121083
8870,0.04094,0.331671,0.123435
8871,0.04148,0.331669,0.125064
8872,0.04132,0.331667,0.124583
8873,0.04012,0.331665,0.120965
8874,0.04132,0.331663,0.124584
8875,0.04017,0.331661,0.121118
8876,0.04027,0.331659,0.12142
8877,0.04024,0.331657,0.12133
8878,0.04051,0.331655,0.122145
8879,0.04112,0.331653,0.123985
8880,0.03934,0.331651,0.118619
8881,0.04067,0.331649,0.12263
8882,0.04036,0.331647,0.121696
8883,0.04076,0.331645,0.122903
8884,0.04017,0.331642,0.121124
8885,0.04014,0.33164,0.121035
8886,0.04098,0.331638,0.123568
8887,0.04081,0.331636,0.123056
8888,0.04108,0.331634,0.123871
8889,0.04103,0.331632,0.123721
8890,0.04001,0.33163,0.120646
8891,0.04086,0.331628,0.12321
8892,0.04058,0.331626,0.122367
8893,0.04197,0.331624,0.126559
8894,0.04118,0.331622,0.124178
8895,0.04099,0.33162,0.123605
8896,0.04026,0.331618,0.121405
8897,0.04052,0.331616,0.12219
8898,0.03926,0.331614,0.118391
8899,0.04045,0.331612,0.12198
8900,0.04064,0.33161,0.122554
8901,0.04062,0.331608,0.122494
8902,0.04049,0.331606,0.122103
8903,0.04018,0.331603,0.121169
8904,0.04126,0.331601,0.124426
8905,0.04058,0.331599,0.122377
8906,0.04122,0.331597,0.124307
8907,0.04047,0.331595,0.122046
8908,0.03983,0.331593,0.120117
8909,0.04149,0.331591,0.125124
8910,0.04133,0.331589,0.124642
8911,0.03999,0.331587,0.120602
8912,0.04075,0.331585,0.122895
8913,0.03935,0.331583,0.118673
8914,0.03993,0.331581,0.120423
8915,0.04157,0.331579,0.12537
8916,0.04019,0.331577,0.121209
8917,0.04113,0.331575,0.124044
8918,0.041,0.331573,0.123653
8919,0.04011,0.331571,0.12097
8920,0.04134,0.331569,0.12468
8921,0.04149,0.331567,0.125133
8922,0.03941,0.331565,0.118861
8923,0.04089,0.331563,0.123325
8924,0.04114,0.331561,0.12408
8925,0.04069,0.331559,0.122723
8926,0.04087,0.331556,0.123267
8927,0.04097,0.331554,0.123569
8928,0.04059,0.331552,0.122424
8929,0.04151,0.33155,0.1252
8930,0.04049,0.331548,0.122124
8931,0.0409,0.331546,0.123361
8932,0.04036,0.331544,0.121733
8933,0.04163,0.331542,0.125565
8934,0.04187,0.33154,0.126289
8935,0.04115,0.331538,0.124118
8936,0.042,0.331536,0.126683
8937,0.0419,0.331534,0.126382
8938,0.04059,0.331532,0.122432
8939,0.04007,0.33153,0.120864
8940,0.04089,0.331528,0.123338
8941,0.04004,0.331526,0.120775
8942,0.04068,0.331524,0.122706
8943,0.04089,0.331522,0.12334
8944,0.04201,0.33152,0.126719
8945,0.04071,0.331518,0.122799
8946,0.04054,0.331516,0.122287
8947,0.04022,0.331514,0.121322
8948,0.04058,0.331512,0.122409
8949,0.04025,0.33151,0.121414
8950,0.04105,0.331508,0.123828
8951,0.04035,0.331506,0.121717
8952,0.04088,0.331503,0.123317
8953,0.04081,0.331501,0.123107
8954,0.04138,0.331499,0.124827
8955,0.0414,0.331497,0.124888
8956,0.04061,0.331495,0.122505
8957,0.04032,0.331493,0.121631
8958,0.04119,0.331491,0.124257
8959,0.04082,0.331489,0.123141
8960,0.04188,0.331487,0.12634
8961,0.0409,0.331485,0.123384
8962,0.03996,0.331483,0.120549
8963,0.04121,0.331481,0.124321
8964,0.0408,0.331479,0.123085
8965,0.04048,0.331477,0.12212
8966,0.03984,0.331475,0.12019
8967,0.04024,0.331473,0.121398
8968,0.04087,0.331471,0.123299
8969,0.04165,0.331469,0.125653
8970,0.04072,0.331467,0.122848
8971,0.04171,0.331465,0.125835
8972,0.04135,0.331463,0.12475
8973,0.04079,0.331461,0.123061
8974,0.04112,0.331459,0.124058
8975,0.04151,0.331457,0.125235
8976,0.0411,0.331455,0.123999
8977,0.04068,0.331453,0.122732
8978,0.0413,0.331451,0.124604
8979,0.04036,0.331449,0.121768
8980,0.04077,0.331447,0.123006
8981,0.04205,0.331445,0.126869
8982,0.04031,0.331443,0.12162
8983,0.04219,0.331441,0.127293
8984,0.0407,0.331438,0.122798
8985,0.04144,0.331436,0.125032
8986,0.04054,0.331434,0.122317
8987,0.04099,0.331432,0.123675
8988,0.04095,0.33143,0.123555
8989,0.04101,0.331428,0.123737
8990,0.04059,0.331426,0.122471
8991,0.04077,0.331424,0.123015
8992,0.04112,0.331422,0.124071
8993,0.04179,0.33142,0.126094
8994,0.04035,0.331418,0.121749
8995,0.04133,0.331416,0.124707
8996,0.03979,0.331414,0.120061
8997,0.0413,0.331412,0.124618
8998,0.04095,0.33141,0.123563
8999,0.04071,0.331408,0.122839
9000,0.04047,0.331406,0.122116
9001,0.04054,0.331404,0.122328
9002,0.04154,0.331402,0.125346
9003,0.0418,0.3314,0.126132
9004,0.04101,0.331398,0.123748
9005,0.04169,0.331396,0.125801
9006,0.04037,0.331394,0.121819
9007,0.04043,0.331392,0.122001
9008,0.03966,0.33139,0.119678
9009,0.0405,0.331388,0.122213
9010,0.03945,0.331386,0.119046
9011,0.04158,0.331384,0.125474
9012,0.04048,0.331382,0.122155
9013,0.04032,0.33138,0.121673
9014,0.04071,0.331378,0.122851
9015,0.04066,0.331376,0.122701
9016,0.04132,0.331374,0.124693
9017,0.04169,0.331372,0.12581
9018,0.04067,0.33137,0.122733
9019,0.04141,0.331368,0.124967
9020,0.04117,0.331366,0.124243
9021,0.04062,0.331364,0.122584
9022,0.0404,0.331362,0.121921
9023,0.04116,0.33136,0.124215
9024,0.04025,0.331358,0.12147
9025,0.04025,0.331356,0.121471
9026,0.0402,0.331354,0.121321
9027,0.04043,0.331352,0.122015
9028,0.04095,0.33135,0.123585
9029,0.04107,0.331348,0.123948
9030,0.04184,0.331346,0.126273
9031,0.04114,0.331344,0.124161
9032,0.04097,0.331342,0.123649
9033,0.04067,0.33134,0.122744
9034,0.03983,0.331338,0.12021
9035,0.04081,0.331335,0.123168
9036,0.04149,0.331333,0.125221
9037,0.04096,0.331331,0.123622
9038,0.04061,0.331329,0.122567
9039,0.04063,0.331327,0.122628
9040,0.04181,0.331325,0.12619
9041,0.04147,0.331323,0.125165
9042,0.04131,0.331321,0.124683
9043,0.0415,0.331319,0.125257
9044,0.04094,0.331317,0.123567
9045,0.04081,0.331315,0.123176
9046,0.04033,0.331313,0.121728
9047,0.04105,0.331311,0.123902
9048,0.04032,0.331309,0.121699
9049,0.04107,0.331307,0.123963
9050,0.04058,0.331305,0.122485
9051,0.0416,0.331303,0.125565
9052,0.03958,0.331301,0.119468
9053,0.04021,0.331299,0.121371
9054,0.0401,0.331297,0.121039
9055,0.04079,0.331295,0.123123
9056,0.04134,0.331293,0.124784
9057,0.0399,0.331291,0.120438
9058,0.04143,0.331289,0.125057
9059,0.04166,0.331287,0.125752
9060,0.04021,0.331285,0.121376
9061,0.0399,0.331283,0.120441
9062,0.04023,0.331281,0.121438
9063,0.04107,0.331279,0.123974
9064,0.04088,0.331277,0.123401
9065,0.04103,0.331275,0.123855
9066,0.04125,0.331273,0.12452
9067,0.04079,0.331271,0.123132
9068,0.04099,0.331269,0.123736
9069,0.04213,0.331267,0.127178
9070,0.04065,0.331265,0.122711
9071,0.04017,0.331263,0.121263
9072,0.04095,0.331261,0.123618
9073,0.04012,0.331259,0.121114
9074,0.04009,0.331257,0.121024
9075,0.0404,0.331255,0.12196
9076,0.04095,0.331253,0.123621
9077,0.03952,0.331251,0.119305
9078,0.04048,0.331249,0.122204
9079,0.04034,0.331247,0.121782
9080,0.04082,0.331245,0.123232
9081,0.04055,0.331243,0.122418
9082,0.04055,0.331241,0.122418
9083,0.04004,0.331239,0.120879
9084,0.04082,0.331237,0.123235
9085,0.04089,0.331235,0.123447
9086,0.04056,0.331233,0.122452
9087,0.04211,0.331231,0.127132
9088,0.04019,0.331229,0.121336
9089,0.04098,0.331227,0.123722
9090,0.04026,0.331225,0.121549
9091,0.04031,0.331223,0.1217
9092,0.04193,0.331221,0.126592
9093,0.0404,0.331219,0.121974
9094,0.04191,0.331217,0.126533
9095,0.04144,0.331215,0.125115
9096,0.03962,0.331213,0.119621
9097,0.04004,0.331211,0.12089
9098,0.04031,0.331209,0.121706
9099,0.04154,0.331207,0.12542
9100,0.04179,0.331205,0.126176
9101,0.04097,0.331203,0.1237
9102,0.04023,0.331201,0.121467
9103,0.04096,0.331199,0.123672
9104,0.04011,0.331197,0.121106
9105,0.04011,0.331195,0.121107
9106,0.03962,0.331193,0.119628
9107,0.04139,0.331191,0.124973
9108,0.03979,0.331189,0.120143
9109,0.04134,0.331187,0.124824
9110,0.04131,0.331185,0.124734
9111,0.04085,0.331183,0.123346
9112,0.04031,0.331181,0.121716
9113,0.0422,0.331179,0.127423
9114,0.04009,0.331177,0.121053
9115,0.03901,0.331175,0.117793
9116,0.04086,0.331173,0.12338
9117,0.04198,0.331171,0.126762
9118,0.041,0.331169,0.123804
9119,0.04037,0.331167,0.121902
9120,0.04095,0.331165,0.123654
9121,0.04122,0.331163,0.12447
9122,0.0396,0.331161,0.119579
9123,0.04119,0.331159,0.124381
9124,0.04181,0.331157,0.126254
9125,0.04159,0.331155,0.125591
9126,0.04039,0.331153,0.121968
9127,0.04151,0.331151,0.125351
9128,0.04153,0.331149,0.125412
9129,0.04128,0.331147,0.124657
9130,0.0416,0.331145,0.125625
9131,0.0404,0.331143,0.122002
9132,0.04087,0.331141,0.123422
9133,0.0404,0.331139,0.122003
9134,0.04062,0.331137,0.122668
9135,0.03959,0.331135,0.119558
9136,0.04112,0.331133,0.12418
9137,0.04043,0.331132,0.122097
9138,0.04244,0.33113,0.128167
9139,0.04095,0.331128,0.123668
9140,0.04072,0.331126,0.122975
9141,0.04042,0.331124,0.122069
9142,0.04042,0.331122,0.12207
9143,0.03995,0.33112,0.120651
9144,0.04062,0.331118,0.122675
9145,0.04144,0.331116,0.125153
9146,0.04115,0.331114,0.124278
9147,0.04143,0.331112,0.125124
9148,0.04041,0.33111,0.122044
9149,0.04128,0.331108,0.124672
9150,0.03965,0.331106,0.11975
9151,0.04076,0.331104,0.123103
9152,0.04111,0.331102,0.124161
9153,0.03984,0.3311,0.120326
9154,0.04034,0.331098,0.121837
9155,0.04205,0.331096,0.127003
9156,0.04058,0.331094,0.122563
9157,0.04197,0.331092,0.126762
9158,0.04029,0.33109,0.121689
9159,0.04195,0.331088,0.126704
9160,0.04051,0.331086,0.122355
9161,0.04136,0.331084,0.124923
9162,0.03973,0.331082,0.120001
9163,0.04162,0.33108,0.12571
9164,0.04032,0.331078,0.121784
9165,0.04029,0.331076,0.121694
9166,0.04131,0.331074,0.124776
9167,0.04121,0.331072,0.124474
9168,0.03951,0.33107,0.11934
9169,0.04078,0.331068,0.123177
9170,0.04104,0.331066,0.123963
9171,0.04035,0.331064,0.12188
9172,0.04021,0.331062,0.121458
9173,0.03912,0.33106,0.118166
9174,0.04087,0.331058,0.123453
9175,0.03984,0.331056,0.120342
9176,0.04087,0.331054,0.123454
9177,0.03975,0.331052,0.120072
9178,0.04091,0.33105,0.123576
9179,0.04023,0.331048,0.121523
9180,0.04049,0.331046,0.122309
9181,0.04184,0.331044,0.126388
9182,0.04079,0.331042,0.123217
9183,0.03969,0.33104,0.119895
9184,0.03998,0.331038,0.120771
9185,0.0393,0.331036,0.118718
9186,0.04113,0.331034,0.124247
9187,0.04168,0.331032,0.125909
9188,0.04068,0.331031,0.122889
9189,0.04052,0.331029,0.122406
9190,0.04009,0.331027,0.121108
9191,0.04037,0.331025,0.121955
9192,0.04101,0.331023,0.123889
9193,0.0399,0.331021,0.120536
9194,0.03986,0.331019,0.120416
9195,0.04021,0.331017,0.121474
9196,0.03944,0.331015,0.119149
9197,0.03967,0.331013,0.119844
9198,0.03989,0.331011,0.12051
9199,0.0406,0.331009,0.122655
9200,0.04105,0.331007,0.124016
9201,0.04172,0.331005,0.12604
9202,0.04086,0.331003,0.123443
9203,0.04066,0.331001,0.12284
9204,0.04061,0.330999,0.122689
9205,0.0397,0.330997,0.119941
9206,0.04041,0.330995,0.122086
9207,0.04057,0.330993,0.122571
9208,0.04073,0.330991,0.123055
9209,0.0412,0.330989,0.124475
9210,0.04099,0.330987,0.123842
9211,0.04021,0.330985,0.121486
9212,0.03989,0.330983,0.12052
9213,0.04192,0.330981,0.126654
9214,0.0402,0.330979,0.121458
9215,0.04105,0.330977,0.124027
9216,0.041,0.330975,0.123876
9217,0.041,0.330973,0.123877
9218,0.04152,0.330971,0.125449
9219,0.04077,0.330969,0.123184
9220,0.04125,0.330967,0.124635
9221,0.04174,0.330965,0.126116
9222,0.04107,0.330964,0.124092
9223,0.04077,0.330962,0.123187
9224,0.04143,0.33096,0.125181
9225,0.04092,0.330958,0.123641
9226,0.03939,0.330956,0.119019
9227,0.04143,0.330954,0.125184
9228,0.04112,0.330952,0.124248
9229,0.04127,0.33095,0.124702
9230,0.04,0.330948,0.120865
9231,0.03997,0.330946,0.120775
9232,0.03947,0.330944,0.119265
9233,0.03973,0.330942,0.120051
9234,0.04065,0.33094,0.122832
9235,0.0423,0.330938,0.127819
9236,0.04057,0.330936,0.122592
9237,0.03893,0.330934,0.117637
9238,0.04022,0.330932,0.121536
9239,0.04059,0.33093,0.122654
9240,0.04097,0.330928,0.123803
9241,0.04004,0.330926,0.120994
9242,0.04101,0.330924,0.123926
9243,0.04135,0.330922,0.124954
9244,0.0394,0.33092,0.119062
9245,0.04082,0.330918,0.123354
9246,0.04081,0.330916,0.123324
9247,0.04116,0.330914,0.124383
9248,0.04098,0.330913,0.123839
9249,0.04064,0.330911,0.122813
9250,0.04079,0.330909,0.123267
9251,0.04035,0.330907,0.121938
9252,0.04113,0.330905,0.124296
9253,0.04066,0.330903,0.122876
9254,0.04024,0.330901,0.121607
9255,0.04102,0.330899,0.123965
9256,0.04139,0.330897,0.125084
9257,0.04063,0.330895,0.122788
9258,0.04046,0.330893,0.122275
9259,0.03984,0.330891,0.120402
9260,0.04133,0.330889,0.124906
9261,0.03993,0.330887,0.120676
9262,0.04039,0.330885,0.122067
9263,0.04086,0.330883,0.123488
9264,0.04069,0.330881,0.122975
9265,0.04023,0.330879,0.121585
9266,0.04049,0.330877,0.122372
9267,0.03987,0.330875,0.120499
9268,0.03965,0.330873,0.119834
9269,0.04025,0.330871,0.121648
9270,0.03934,0.330869,0.118899
9271,0.04126,0.330868,0.124702
9272,0.03997,0.330866,0.120804
9273,0.04023,0.330864,0.121591
9274,0.04054,0.330862,0.122529
9275,0.04176,0.33086,0.126217
9276,0.04106,0.330858,0.124102
9277,0.04027,0.330856,0.121715
9278,0.04154,0.330854,0.125554
9279,0.04013,0.330852,0.121293
9280,0.04043,0.33085,0.1222
9281,0.04048,0.330848,0.122352
9282,0.04052,0.330846,0.122474
9283,0.04012,0.330844,0.121266
9284,0.04048,0.330842,0.122354
9285,0.04214,0.33084,0.127373
9286,0.04008,0.330838,0.121147
9287,0.0412,0.330836,0.124533
9288,0.04015,0.330834,0.12136
9289,0.04044,0.330832,0.122237
9290,0.0403,0.33083,0.121815
9291,0.0391,0.330828,0.118188
9292,0.03982,0.330827,0.120365
9293,0.04164,0.330825,0.125867
9294,0.04081,0.330823,0.123359
9295,0.04095,0.330821,0.123783
9296,0.04032,0.330819,0.121879
9297,0.03993,0.330817,0.120701
9298,0.03964,0.330815,0.119825
9299,0.04112,0.330813,0.1243
9300,0.04025,0.330811,0.121671
9301,0.04092,0.330809,0.123697
9302,0.04029,0.330807,0.121793
9303,0.04066,0.330805,0.122912
9304,0.0395,0.330803,0.119406
9305,0.03993,0.330801,0.120707
9306,0.03985,0.330799,0.120466
9307,0.04092,0.330797,0.123701
9308,0.04159,0.330795,0.125727
9309,0.04154,0.330793,0.125577
9310,0.04001,0.330792,0.120952
9311,0.04116,0.33079,0.12443
9312,0.04089,0.330788,0.123614
9313,0.04104,0.330786,0.124068
9314,0.04144,0.330784,0.125278
9315,0.03975,0.330782,0.12017
9316,0.04126,0.33078,0.124736
9317,0.04138,0.330778,0.125099
9318,0.03968,0.330776,0.11996
9319,0.04063,0.330774,0.122833
9320,0.04137,0.330772,0.125071
9321,0.04077,0.33077,0.123258
9322,0.04059,0.330768,0.122714
9323,0.03992,0.330766,0.120689
9324,0.04061,0.330764,0.122776
9325,0.03989,0.330762,0.1206
9326,0.04079,0.33076,0.123322
9327,0.03996,0.330759,0.120813
9328,0.04029,0.330757,0.121812
9329,0.03995,0.330755,0.120784
9330,0.04078,0.330753,0.123295
9331,0.04202,0.330751,0.127044
9332,0.04029,0.330749,0.121814
9333,0.04104,0.330747,0.124083
9334,0.03883,0.330745,0.117402
9335,0.04018,0.330743,0.121484
9336,0.04008,0.330741,0.121182
9337,0.04,0.330739,0.120941
9338,0.04134,0.330737,0.124994
9339,0.03982,0.330735,0.120398
9340,0.0406,0.330733,0.122758
9341,0.0394,0.330731,0.11913
9342,0.0405,0.330729,0.122457
9343,0.04068,0.330727,0.123002
9344,0.0406,0.330726,0.12276
9345,0.04074,0.330724,0.123184
9346,0.04013,0.330722,0.121341
9347,0.0412,0.33072,0.124577
9348,0.04109,0.330718,0.124245
9349,0.04081,0.330716,0.123399
9350,0.04141,0.330714,0.125214
9351,0.04048,0.330712,0.122403
9352,0.03988,0.33071,0.120589
9353,0.04079,0.330708,0.123341
